task,n,idf_exponent,dim,normalize,position_weight,denominator,eval_sec,map,ndcg@10,ndcg@5,mrr,hit@1,hit@10,recall@10,p@10,rprec
abtbuy,"(1, 2, 3)",3.0,1.0,False,0.75,dice,14.36,0.94617,0.96013,0.95657,0.94867,0.92,1.0,1.0,0.104,0.915
abtbuy,"(1, 2, 3)",3.0,1.0,False,1.0,dice,15.03,0.94117,0.95644,0.95288,0.94367,0.91,1.0,1.0,0.104,0.905
abtbuy,"(1, 2, 3)",3.0,1.0,True,0.0,dice,14.94,0.81543,0.83903,0.82469,0.82868,0.78,0.92,0.915,0.095,0.76
abtbuy,"(1, 2, 3)",3.0,1.0,True,0.0,geo,14.11,0.83868,0.8608,0.85746,0.84518,0.79,0.94,0.935,0.097,0.785
abtbuy,"(1, 2, 3)",3.0,1.0,True,0.25,dice,14.88,0.81515,0.83607,0.82469,0.82856,0.78,0.91,0.905,0.094,0.76
abtbuy,"(1, 2, 3)",3.0,1.0,True,0.25,geo,15.26,0.8412,0.86332,0.86016,0.85036,0.8,0.94,0.935,0.097,0.785
abtbuy,"(1, 2, 3)",3.0,1.0,True,0.5,dice,15.24,0.81098,0.83132,0.81838,0.82464,0.78,0.91,0.9,0.093,0.76
abtbuy,"(1, 2, 3)",3.0,1.0,True,0.5,geo,18.43,0.8329,0.8601,0.85235,0.84311,0.79,0.95,0.945,0.098,0.775
abtbuy,"(1, 2, 3)",3.0,1.0,True,0.75,dice,16.26,0.81107,0.83434,0.82224,0.8249,0.78,0.92,0.91,0.094,0.76
abtbuy,"(1, 2, 3)",3.0,1.0,True,0.75,geo,16.1,0.82586,0.85675,0.83629,0.83446,0.78,0.96,0.955,0.099,0.77
abtbuy,"(1, 2, 3)",3.0,1.0,True,1.0,dice,16.64,0.81109,0.83477,0.82268,0.82512,0.78,0.92,0.91,0.094,0.76
abtbuy,"(1, 2, 3)",3.0,1.0,True,1.0,geo,17.76,0.82551,0.85501,0.83242,0.83444,0.78,0.96,0.95,0.098,0.77
abtbuy,"(1, 3)",3.0,0.5,False,0.0,dice,14.75,0.94125,0.95634,0.94963,0.94375,0.91,1.0,1.0,0.104,0.905
abtbuy,"(1, 3)",3.0,0.5,False,0.25,dice,14.8,0.93958,0.95503,0.94832,0.94208,0.91,1.0,1.0,0.104,0.905
abtbuy,"(1, 3)",3.0,0.5,False,0.5,dice,14.37,0.94374,0.95513,0.95157,0.94624,0.92,0.99,0.99,0.103,0.915
abtbuy,"(1, 3)",3.0,0.5,False,0.75,dice,15.16,0.93874,0.95144,0.94788,0.94124,0.91,0.99,0.99,0.103,0.905
abtbuy,"(1, 3)",3.0,0.5,False,1.0,dice,16.19,0.92674,0.94244,0.93532,0.92924,0.89,0.99,0.99,0.103,0.885
abtbuy,"(2, 3)",2.0,3.0,False,0.0,dice,1.75,0.92204,0.94171,0.93181,0.92454,0.88,1.0,1.0,0.104,0.875
abtbuy,"(2, 3)",2.0,3.0,False,0.25,dice,1.49,0.92154,0.94144,0.93154,0.92454,0.88,1.0,1.0,0.104,0.875
abtbuy,"(2, 3)",2.0,3.0,False,0.5,dice,1.2,0.91591,0.9343,0.92785,0.91891,0.87,0.99,0.99,0.103,0.865
abtbuy,"(2, 3)",2.0,3.0,False,0.75,dice,1.28,0.91591,0.9343,0.92785,0.91891,0.87,0.99,0.99,0.103,0.865
abtbuy,"(2, 3)",2.0,3.0,False,1.0,dice,1.13,0.92091,0.93799,0.93154,0.92391,0.88,0.99,0.99,0.103,0.875
abtbuy,"(2, 3)",3.0,0.5,False,0.0,dice,1.05,0.955,0.96688,0.96332,0.9575,0.93,1.0,1.0,0.104,0.925
abtbuy,"(2, 3)",3.0,0.5,False,0.25,dice,1.13,0.95333,0.96557,0.96201,0.95583,0.93,1.0,1.0,0.104,0.925
abtbuy,"(2, 3)",3.0,0.5,False,0.5,dice,1.07,0.95283,0.96513,0.96157,0.95533,0.93,1.0,1.0,0.104,0.925
abtbuy,"(2, 3)",3.0,0.5,False,0.75,dice,1.24,0.94617,0.96013,0.95657,0.94867,0.92,1.0,1.0,0.104,0.915
abtbuy,"(2, 3)",3.0,0.5,False,1.0,dice,1.09,0.94617,0.96013,0.95657,0.94867,0.92,1.0,1.0,0.104,0.915
abtbuy,"(2, 3)",3.0,1.0,False,0.0,dice,1.05,0.95,0.96319,0.95963,0.9525,0.92,1.0,1.0,0.104,0.915
abtbuy,"(2, 3)",3.0,1.0,False,0.25,dice,1.1,0.95,0.96319,0.95963,0.9525,0.92,1.0,1.0,0.104,0.915
abtbuy,"(2, 3)",3.0,1.0,False,0.5,dice,1.07,0.94783,0.96144,0.95788,0.95033,0.92,1.0,1.0,0.104,0.915
abtbuy,"(2, 3)",3.0,1.0,False,0.75,dice,1.03,0.94617,0.96013,0.95657,0.94867,0.92,1.0,1.0,0.104,0.915
abtbuy,"(2, 3)",3.0,1.0,False,1.0,dice,1.04,0.94117,0.95644,0.95288,0.94367,0.91,1.0,1.0,0.104,0.905
abtbuy,"(2, 3, 4)",3.0,0.5,False,0.0,dice,1.26,0.92653,0.9451,0.93893,0.92903,0.89,1.0,1.0,0.104,0.885
abtbuy,"(2, 3, 4)",3.0,0.5,False,0.25,dice,1.3,0.92603,0.94466,0.93849,0.92853,0.89,1.0,1.0,0.104,0.885
abtbuy,"(2, 3, 4)",3.0,0.5,False,0.5,dice,1.21,0.92103,0.94097,0.9348,0.92353,0.88,1.0,1.0,0.104,0.875
abtbuy,"(2, 3, 4)",3.0,0.5,False,0.75,dice,1.32,0.92092,0.94085,0.9348,0.92342,0.88,1.0,1.0,0.104,0.875
abtbuy,"(2, 3, 4)",3.0,0.5,False,1.0,dice,1.28,0.91885,0.9389,0.92663,0.92135,0.88,1.0,1.0,0.104,0.875
abtbuy,"(2, 4)",0.0,1.0,False,0.0,dice,1.11,0.70435,0.76325,0.7338,0.71667,0.59,0.96,0.945,0.097,0.58
abtbuy,"(2, 4)",0.0,1.0,False,0.25,dice,1.17,0.71786,0.77312,0.73987,0.73018,0.62,0.96,0.945,0.097,0.61
abtbuy,"(2, 4)",0.0,1.0,False,0.5,dice,0.98,0.71905,0.77555,0.74505,0.73124,0.62,0.96,0.95,0.098,0.61
abtbuy,"(2, 4)",0.0,1.0,False,0.75,dice,1.02,0.72949,0.7803,0.75331,0.74154,0.64,0.95,0.94,0.097,0.63
abtbuy,"(2, 4)",0.0,1.0,False,1.0,dice,0.97,0.72385,0.77762,0.74595,0.73566,0.64,0.95,0.945,0.098,0.63
abtbuy,"(2, 4)",2.0,1.0,True,0.0,dice,1.04,0.8911,0.91849,0.90447,0.89576,0.85,1.0,1.0,0.104,0.84
abtbuy,"(2, 4)",2.0,1.0,True,0.0,geo,1.03,0.91267,0.93501,0.93501,0.91567,0.87,1.0,1.0,0.104,0.865
abtbuy,"(2, 4)",2.0,1.0,True,0.25,dice,1.12,0.88961,0.9171,0.90016,0.89427,0.85,1.0,1.0,0.104,0.84
abtbuy,"(2, 4)",2.0,1.0,True,0.25,geo,1.05,0.90967,0.93257,0.93257,0.91267,0.87,1.0,1.0,0.104,0.865
abtbuy,"(2, 4)",2.0,1.0,True,0.5,dice,1.07,0.88747,0.91585,0.89549,0.8938,0.85,1.0,1.0,0.104,0.835
abtbuy,"(2, 4)",2.0,1.0,True,0.5,geo,1.01,0.90743,0.9306,0.9237,0.91043,0.87,1.0,1.0,0.104,0.865
abtbuy,"(2, 4)",2.0,1.0,True,0.75,dice,1.0,0.8858,0.91461,0.89506,0.89297,0.85,1.0,1.0,0.104,0.835
abtbuy,"(2, 4)",2.0,1.0,True,0.75,geo,1.05,0.89942,0.92532,0.91641,0.90525,0.86,1.0,1.0,0.104,0.85
abtbuy,"(2, 4)",2.0,1.0,True,1.0,dice,0.99,0.88396,0.91312,0.89375,0.89112,0.85,1.0,1.0,0.104,0.835
abtbuy,"(2, 4)",2.0,1.0,True,1.0,geo,1.17,0.89092,0.91875,0.90984,0.89675,0.85,1.0,1.0,0.104,0.84
abtbuy,"(3, 4)",1.0,1.0,False,0.0,dice,0.43,0.86136,0.89082,0.88247,0.86636,0.79,0.98,0.98,0.102,0.78
abtbuy,"(3, 4)",1.0,1.0,False,0.25,dice,0.49,0.86346,0.89256,0.88422,0.86846,0.79,0.98,0.98,0.102,0.78
abtbuy,"(3, 4)",1.0,1.0,False,0.5,dice,0.42,0.85846,0.88837,0.88002,0.8618,0.78,0.98,0.98,0.102,0.775
abtbuy,"(3, 4)",1.0,1.0,False,0.75,dice,0.4,0.85752,0.88755,0.87933,0.86085,0.78,0.98,0.98,0.102,0.775
abtbuy,"(3, 4)",1.0,1.0,False,1.0,dice,0.45,0.84898,0.87835,0.87302,0.85231,0.77,0.97,0.97,0.101,0.765
abtbuy,"(3,)",0.0,1.0,False,0.0,dice,0.22,0.76095,0.81035,0.7958,0.77226,0.65,0.96,0.955,0.099,0.64
abtbuy,"(3,)",0.0,1.0,False,0.25,dice,0.25,0.76768,0.81568,0.80124,0.77916,0.66,0.96,0.955,0.099,0.65
abtbuy,"(3,)",0.0,1.0,False,0.5,dice,0.25,0.76752,0.81569,0.79833,0.78151,0.67,0.96,0.955,0.099,0.65
abtbuy,"(3,)",0.0,1.0,False,0.75,dice,0.21,0.76503,0.81369,0.79632,0.77902,0.67,0.96,0.955,0.099,0.65
abtbuy,"(3,)",0.0,1.0,False,1.0,dice,0.23,0.76242,0.81127,0.78746,0.77617,0.67,0.96,0.955,0.099,0.65
