task,n,idf_exponent,dim,normalize,build_sec,eval_sec,map,ndcg@10,mrr,hit@1,recall@10
abtbuy,"(1, 2, 3)",0.5,2.0,True,0.26,12.27,0.82321,0.83917,0.8343,0.8,0.895
abtbuy,"(1, 2, 3)",0.5,3.0,False,0.26,12.34,0.79137,0.8322,0.7994,0.71,0.955
abtbuy,"(1, 2, 3)",0.5,3.0,True,0.26,12.44,0.81407,0.83005,0.82692,0.8,0.88
abtbuy,"(1, 2, 3)",1.0,0.5,False,0.34,12.17,0.83391,0.86761,0.83791,0.75,0.97
abtbuy,"(1, 2, 3)",1.0,0.5,True,0.34,12.35,0.85308,0.87291,0.86248,0.82,0.94
abtbuy,"(1, 2, 3)",1.0,1.0,False,0.34,12.46,0.86058,0.8873,0.86458,0.79,0.97
abtbuy,"(1, 2, 3)",1.0,1.0,True,0.34,12.36,0.84805,0.86636,0.85755,0.82,0.93
abtbuy,"(1, 2, 3)",1.0,2.0,False,0.34,12.48,0.85699,0.88746,0.86088,0.78,0.98
abtbuy,"(1, 2, 3)",1.0,2.0,True,0.34,12.48,0.84333,0.85426,0.85496,0.83,0.895
abtbuy,"(1, 2, 3)",1.0,3.0,False,0.34,12.58,0.85518,0.88592,0.85907,0.78,0.98
abtbuy,"(1, 2, 3)",1.0,3.0,True,0.34,12.55,0.81373,0.83095,0.8268,0.79,0.885
abtbuy,"(1, 2, 3)",2.0,0.5,False,0.35,12.5,0.90608,0.92669,0.90858,0.86,0.99
abtbuy,"(1, 2, 3)",2.0,0.5,True,0.35,12.25,0.84399,0.87378,0.85116,0.8,0.97
abtbuy,"(1, 2, 3)",2.0,1.0,False,0.35,12.29,0.91258,0.93168,0.91558,0.87,0.99
abtbuy,"(1, 2, 3)",2.0,1.0,True,0.35,12.07,0.82845,0.85419,0.83745,0.79,0.94
abtbuy,"(1, 2, 3)",2.0,2.0,False,0.35,11.56,0.91591,0.9343,0.91891,0.87,0.99
abtbuy,"(1, 2, 3)",2.0,2.0,True,0.35,11.22,0.8009,0.81949,0.81399,0.78,0.88
abtbuy,"(1, 2, 3)",2.0,3.0,False,0.35,11.87,0.92091,0.93799,0.92391,0.88,0.99
abtbuy,"(1, 2, 3)",2.0,3.0,True,0.35,11.85,0.7645,0.77949,0.78078,0.75,0.825
abtbuy,"(1, 2, 3)",3.0,0.5,False,0.33,11.79,0.94117,0.95644,0.94367,0.91,1.0
abtbuy,"(1, 2, 3)",3.0,0.5,True,0.33,11.37,0.8241,0.85615,0.83382,0.78,0.96
abtbuy,"(1, 2, 3)",3.0,1.0,False,0.33,11.89,0.94117,0.95644,0.94367,0.91,1.0
abtbuy,"(1, 2, 3)",3.0,1.0,True,0.33,11.77,0.81109,0.83477,0.82512,0.78,0.91
abtbuy,"(1, 2, 3)",3.0,2.0,False,0.33,11.36,0.917,0.93837,0.9195,0.87,1.0
abtbuy,"(1, 2, 3)",3.0,2.0,True,0.33,12.25,0.73245,0.7486,0.74597,0.71,0.805
abtbuy,"(1, 2, 3)",3.0,3.0,False,0.33,12.35,0.91817,0.93924,0.92067,0.87,1.0
abtbuy,"(1, 2, 3)",3.0,3.0,True,0.33,12.35,0.6682,0.68828,0.68276,0.62,0.755
abtbuy,"(1, 2, 4)",0.0,0.5,False,0.36,11.95,0.67008,0.70555,0.681,0.59,0.825
abtbuy,"(1, 2, 4)",0.0,0.5,True,0.36,11.86,0.7783,0.8119,0.78735,0.71,0.92
abtbuy,"(1, 2, 4)",0.0,1.0,False,0.36,11.94,0.6344,0.66833,0.64549,0.56,0.78
abtbuy,"(1, 2, 4)",0.0,1.0,True,0.36,12.03,0.778,0.81199,0.78726,0.72,0.92
abtbuy,"(1, 2, 4)",0.0,2.0,False,0.36,11.91,0.53884,0.56448,0.54674,0.49,0.66
abtbuy,"(1, 2, 4)",0.0,2.0,True,0.36,11.93,0.75996,0.78396,0.76996,0.71,0.86
abtbuy,"(1, 2, 4)",0.0,3.0,False,0.36,11.96,0.43964,0.45616,0.44892,0.39,0.525
abtbuy,"(1, 2, 4)",0.0,3.0,True,0.36,11.22,0.75265,0.76723,0.7632,0.72,0.81
abtbuy,"(1, 2, 4)",0.5,0.5,False,0.45,11.76,0.76041,0.80489,0.76839,0.67,0.945
abtbuy,"(1, 2, 4)",0.5,0.5,True,0.45,11.83,0.83844,0.8586,0.84923,0.8,0.925
abtbuy,"(1, 2, 4)",0.5,1.0,False,0.45,11.77,0.76514,0.80892,0.77311,0.67,0.945
abtbuy,"(1, 2, 4)",0.5,1.0,True,0.45,11.75,0.83295,0.85449,0.84395,0.8,0.925
abtbuy,"(1, 2, 4)",0.5,2.0,False,0.45,11.02,0.77562,0.81688,0.78367,0.69,0.945
abtbuy,"(1, 2, 4)",0.5,2.0,True,0.45,11.46,0.81948,0.83698,0.83118,0.8,0.895
abtbuy,"(1, 2, 4)",0.5,3.0,False,0.45,11.8,0.78188,0.82186,0.79019,0.7,0.945
abtbuy,"(1, 2, 4)",0.5,3.0,True,0.45,11.91,0.80755,0.82574,0.82042,0.79,0.88
abtbuy,"(1, 2, 4)",1.0,0.5,False,0.42,11.59,0.84105,0.87112,0.84521,0.76,0.965
abtbuy,"(1, 2, 4)",1.0,0.5,True,0.42,11.98,0.84998,0.87368,0.85938,0.81,0.95
abtbuy,"(1, 2, 4)",1.0,1.0,False,0.42,12.04,0.84796,0.87612,0.85213,0.77,0.965
abtbuy,"(1, 2, 4)",1.0,1.0,True,0.42,11.95,0.84963,0.8705,0.85946,0.82,0.94
abtbuy,"(1, 2, 4)",1.0,2.0,False,0.42,12.14,0.84163,0.87193,0.84746,0.76,0.965
abtbuy,"(1, 2, 4)",1.0,2.0,True,0.42,12.19,0.83549,0.84888,0.84739,0.82,0.895
abtbuy,"(1, 2, 4)",1.0,3.0,False,0.42,11.63,0.83985,0.87086,0.84568,0.75,0.965
abtbuy,"(1, 2, 4)",1.0,3.0,True,0.42,12.37,0.79934,0.81773,0.81274,0.77,0.875
abtbuy,"(1, 2, 4)",2.0,0.5,False,0.54,12.48,0.89525,0.91853,0.89825,0.84,0.99
abtbuy,"(1, 2, 4)",2.0,0.5,True,0.54,12.28,0.84768,0.87658,0.85485,0.81,0.97
abtbuy,"(1, 2, 4)",2.0,1.0,False,0.54,11.65,0.8848,0.91083,0.8878,0.82,0.99
abtbuy,"(1, 2, 4)",2.0,1.0,True,0.54,12.03,0.82482,0.85013,0.83522,0.79,0.935
abtbuy,"(1, 2, 4)",2.0,2.0,False,0.54,11.96,0.85515,0.88599,0.85848,0.77,0.98
abtbuy,"(1, 2, 4)",2.0,2.0,True,0.54,11.84,0.78534,0.79815,0.79922,0.76,0.845
abtbuy,"(1, 2, 4)",2.0,3.0,False,0.54,12.03,0.85348,0.88468,0.85682,0.77,0.98
abtbuy,"(1, 2, 4)",2.0,3.0,True,0.54,12.17,0.7347,0.75728,0.7511,0.71,0.825
abtbuy,"(1, 2, 4)",3.0,0.5,False,0.49,11.87,0.8966,0.91672,0.8991,0.84,0.98
abtbuy,"(1, 2, 4)",3.0,0.5,True,0.49,11.67,0.82046,0.85427,0.8295,0.78,0.965
abtbuy,"(1, 2, 4)",3.0,1.0,False,0.49,11.87,0.87877,0.90627,0.88177,0.81,0.99
abtbuy,"(1, 2, 4)",3.0,1.0,True,0.49,11.98,0.80559,0.82572,0.82,0.78,0.89
abtbuy,"(1, 2, 4)",3.0,2.0,False,0.49,11.99,0.86159,0.88767,0.86459,0.79,0.97
abtbuy,"(1, 2, 4)",3.0,2.0,True,0.49,12.12,0.7119,0.72698,0.72593,0.69,0.78
abtbuy,"(1, 2, 4)",3.0,3.0,False,0.49,12.25,0.85993,0.88628,0.86293,0.79,0.97
abtbuy,"(1, 2, 4)",3.0,3.0,True,0.49,12.54,0.64766,0.6675,0.66246,0.61,0.735
abtbuy,"(2, 3, 4)",0.0,0.5,False,0.42,0.94,0.75853,0.80776,0.77195,0.67,0.955
abtbuy,"(2, 3, 4)",0.0,0.5,True,0.42,1.0,0.79254,0.82565,0.80161,0.72,0.93
abtbuy,"(2, 3, 4)",0.0,1.0,False,0.42,0.94,0.75086,0.80169,0.76485,0.67,0.955
abtbuy,"(2, 3, 4)",0.0,1.0,True,0.42,1.04,0.79141,0.82465,0.80045,0.72,0.93
abtbuy,"(2, 3, 4)",0.0,2.0,False,0.42,0.99,0.72034,0.76679,0.73214,0.63,0.915
abtbuy,"(2, 3, 4)",0.0,2.0,True,0.42,0.97,0.78524,0.82001,0.79425,0.71,0.93
abtbuy,"(2, 3, 4)",0.0,3.0,False,0.42,0.99,0.70865,0.74848,0.7208,0.63,0.88
abtbuy,"(2, 3, 4)",0.0,3.0,True,0.42,1.0,0.78455,0.81641,0.79308,0.71,0.92
abtbuy,"(2, 3, 4)",0.5,0.5,False,0.64,1.08,0.81236,0.85035,0.81983,0.72,0.965
abtbuy,"(2, 3, 4)",0.5,0.5,True,0.64,1.04,0.83873,0.86435,0.84939,0.79,0.945
abtbuy,"(2, 3, 4)",0.5,1.0,False,0.64,1.04,0.81229,0.85035,0.81979,0.72,0.965
abtbuy,"(2, 3, 4)",0.5,1.0,True,0.64,1.07,0.83846,0.86128,0.84912,0.79,0.935
abtbuy,"(2, 3, 4)",0.5,2.0,False,0.64,1.12,0.8117,0.84734,0.81922,0.72,0.955
abtbuy,"(2, 3, 4)",0.5,2.0,True,0.64,1.08,0.83307,0.85729,0.84379,0.78,0.935
abtbuy,"(2, 3, 4)",0.5,3.0,False,0.64,1.1,0.807,0.84403,0.81459,0.72,0.955
abtbuy,"(2, 3, 4)",0.5,3.0,True,0.64,1.04,0.82854,0.85327,0.83659,0.77,0.935
abtbuy,"(2, 3, 4)",1.0,0.5,False,0.65,1.04,0.85294,0.88141,0.85627,0.77,0.97
abtbuy,"(2, 3, 4)",1.0,0.5,True,0.65,1.04,0.8545,0.87946,0.86284,0.81,0.96
abtbuy,"(2, 3, 4)",1.0,1.0,False,0.65,1.08,0.85294,0.88141,0.85627,0.77,0.97
abtbuy,"(2, 3, 4)",1.0,1.0,True,0.65,1.09,0.8545,0.87946,0.86284,0.81,0.96
abtbuy,"(2, 3, 4)",1.0,2.0,False,0.65,1.06,0.85609,0.88361,0.85943,0.78,0.97
abtbuy,"(2, 3, 4)",1.0,2.0,True,0.65,1.08,0.85459,0.87944,0.86292,0.81,0.96
abtbuy,"(2, 3, 4)",1.0,3.0,False,0.65,1.06,0.85586,0.88347,0.85943,0.78,0.97
abtbuy,"(2, 3, 4)",1.0,3.0,True,0.65,1.13,0.85434,0.87616,0.86268,0.81,0.95
abtbuy,"(2, 3, 4)",2.0,0.5,False,0.66,1.06,0.90393,0.92538,0.90693,0.85,0.99
abtbuy,"(2, 3, 4)",2.0,0.5,True,0.66,1.07,0.88697,0.91567,0.89414,0.85,1.0
abtbuy,"(2, 3, 4)",2.0,1.0,False,0.66,1.11,0.89792,0.92082,0.90092,0.84,0.99
abtbuy,"(2, 3, 4)",2.0,1.0,True,0.66,1.05,0.88647,0.91523,0.89364,0.85,1.0
abtbuy,"(2, 3, 4)",2.0,2.0,False,0.66,1.11,0.88419,0.90757,0.88719,0.82,0.98
abtbuy,"(2, 3, 4)",2.0,2.0,True,0.66,1.11,0.89086,0.91835,0.89803,0.86,1.0
abtbuy,"(2, 3, 4)",2.0,3.0,False,0.66,1.09,0.87882,0.90356,0.88182,0.81,0.98
abtbuy,"(2, 3, 4)",2.0,3.0,True,0.66,1.03,0.87945,0.90689,0.88662,0.84,0.99
abtbuy,"(2, 3, 4)",3.0,0.5,False,0.55,1.04,0.91885,0.9389,0.92135,0.88,1.0
abtbuy,"(2, 3, 4)",3.0,0.5,True,0.55,1.14,0.89912,0.92446,0.90212,0.85,1.0
abtbuy,"(2, 3, 4)",3.0,1.0,False,0.55,1.06,0.90182,0.92056,0.90432,0.85,0.98
abtbuy,"(2, 3, 4)",3.0,1.0,True,0.55,1.05,0.89612,0.92279,0.90162,0.85,1.0
abtbuy,"(2, 3, 4)",3.0,2.0,False,0.55,1.07,0.88627,0.91196,0.88927,0.82,0.99
abtbuy,"(2, 3, 4)",3.0,2.0,True,0.55,1.08,0.89537,0.92208,0.90087,0.85,1.0
abtbuy,"(2, 3, 4)",3.0,3.0,False,0.55,1.06,0.87451,0.90038,0.87751,0.8,0.98
abtbuy,"(2, 3, 4)",3.0,3.0,True,0.55,1.11,0.89661,0.92271,0.90211,0.86,1.0
abtbuy,"(1, 2, 3, 4)",0.0,0.5,False,0.49,12.28,0.70813,0.74564,0.71986,0.63,0.87
abtbuy,"(1, 2, 3, 4)",0.0,0.5,True,0.49,12.21,0.78122,0.81398,0.79031,0.71,0.92
abtbuy,"(1, 2, 3, 4)",0.0,1.0,False,0.49,12.41,0.69079,0.72312,0.7016,0.63,0.83
abtbuy,"(1, 2, 3, 4)",0.0,1.0,True,0.49,12.36,0.78008,0.81334,0.78917,0.71,0.92
abtbuy,"(1, 2, 3, 4)",0.0,2.0,False,0.49,12.09,0.60026,0.62683,0.60921,0.54,0.72
abtbuy,"(1, 2, 3, 4)",0.0,2.0,True,0.49,11.89,0.77389,0.80405,0.78368,0.72,0.9
abtbuy,"(1, 2, 3, 4)",0.0,3.0,False,0.49,11.91,0.53189,0.54661,0.53899,0.5,0.61
abtbuy,"(1, 2, 3, 4)",0.0,3.0,True,0.49,11.85,0.75154,0.77364,0.76177,0.71,0.84
abtbuy,"(1, 2, 3, 4)",0.5,0.5,False,0.7,12.09,0.79797,0.83654,0.80552,0.71,0.955
abtbuy,"(1, 2, 3, 4)",0.5,0.5,True,0.7,11.98,0.84007,0.86237,0.85079,0.8,0.935
abtbuy,"(1, 2, 3, 4)",0.5,1.0,False,0.7,12.07,0.79976,0.83816,0.80734,0.71,0.955
abtbuy,"(1, 2, 3, 4)",0.5,1.0,True,0.7,12.17,0.83887,0.85878,0.84964,0.8,0.925
abtbuy,"(1, 2, 3, 4)",0.5,2.0,False,0.7,12.03,0.80086,0.83947,0.80851,0.71,0.955
abtbuy,"(1, 2, 3, 4)",0.5,2.0,True,0.7,12.6,0.83094,0.85364,0.84196,0.8,0.925
abtbuy,"(1, 2, 3, 4)",0.5,3.0,False,0.7,12.7,0.80606,0.84366,0.81407,0.72,0.955
abtbuy,"(1, 2, 3, 4)",0.5,3.0,True,0.7,12.36,0.81438,0.83244,0.82717,0.8,0.89
abtbuy,"(1, 2, 3, 4)",1.0,0.5,False,0.67,11.89,0.85029,0.87951,0.85429,0.77,0.97
abtbuy,"(1, 2, 3, 4)",1.0,0.5,True,0.67,12.47,0.84846,0.87248,0.8568,0.8,0.95
abtbuy,"(1, 2, 3, 4)",1.0,1.0,False,0.67,12.38,0.85062,0.87958,0.8545,0.77,0.97
abtbuy,"(1, 2, 3, 4)",1.0,1.0,True,0.67,12.43,0.84716,0.87162,0.85633,0.8,0.95
abtbuy,"(1, 2, 3, 4)",1.0,2.0,False,0.67,12.21,0.85093,0.87978,0.8545,0.77,0.97
abtbuy,"(1, 2, 3, 4)",1.0,2.0,True,0.67,12.42,0.84071,0.86143,0.85135,0.82,0.93
abtbuy,"(1, 2, 3, 4)",1.0,3.0,False,0.67,12.41,0.85586,0.88347,0.85943,0.78,0.97
abtbuy,"(1, 2, 3, 4)",1.0,3.0,True,0.67,11.79,0.82538,0.83909,0.83832,0.81,0.885
abtbuy,"(1, 2, 3, 4)",2.0,0.5,False,0.61,12.17,0.90042,0.92245,0.90342,0.85,0.99
abtbuy,"(1, 2, 3, 4)",2.0,0.5,True,0.61,11.75,0.86797,0.89232,0.87513,0.83,0.97
abtbuy,"(1, 2, 3, 4)",2.0,1.0,False,0.61,12.0,0.89792,0.92082,0.90092,0.84,0.99
abtbuy,"(1, 2, 3, 4)",2.0,1.0,True,0.61,11.79,0.86527,0.88998,0.87244,0.83,0.97
abtbuy,"(1, 2, 3, 4)",2.0,2.0,False,0.61,12.03,0.88419,0.90757,0.88719,0.82,0.98
abtbuy,"(1, 2, 3, 4)",2.0,2.0,True,0.61,12.08,0.82265,0.83781,0.83484,0.8,0.89
abtbuy,"(1, 2, 3, 4)",2.0,3.0,False,0.61,12.31,0.87882,0.90356,0.88182,0.81,0.98
abtbuy,"(1, 2, 3, 4)",2.0,3.0,True,0.61,12.0,0.78306,0.79466,0.79751,0.77,0.835
abtbuy,"(1, 2, 3, 4)",3.0,0.5,False,0.66,11.72,0.91858,0.93583,0.92108,0.88,0.99
abtbuy,"(1, 2, 3, 4)",3.0,0.5,True,0.66,12.03,0.85256,0.88657,0.85972,0.8,0.99
abtbuy,"(1, 2, 3, 4)",3.0,1.0,False,0.66,12.27,0.90182,0.92056,0.90432,0.85,0.98
abtbuy,"(1, 2, 3, 4)",3.0,1.0,True,0.66,11.43,0.83606,0.86401,0.84625,0.8,0.955
abtbuy,"(1, 2, 3, 4)",3.0,2.0,False,0.66,11.37,0.88627,0.91196,0.88927,0.82,0.99
abtbuy,"(1, 2, 3, 4)",3.0,2.0,True,0.66,12.2,0.77622,0.79228,0.79045,0.76,0.845
abtbuy,"(1, 2, 3, 4)",3.0,3.0,False,0.66,12.24,0.87451,0.90038,0.87751,0.8,0.98
abtbuy,"(1, 2, 3, 4)",3.0,3.0,True,0.66,11.91,0.69907,0.71768,0.71378,0.66,0.78
