task,n,idf_exponent,dim,normalize,build_sec,eval_sec,map,ndcg@10,mrr,hit@1,recall@10
typo,"(1, 2, 3)",0.0,3.0,True,0.29,3.14,0.95608,0.96469,0.95608,0.93361,0.9917
typo,"(1, 2, 3)",0.5,0.5,False,0.24,2.94,0.88073,0.89578,0.88073,0.84647,0.94606
typo,"(1, 2, 3)",0.5,0.5,True,0.24,3.07,0.92049,0.93172,0.92049,0.88797,0.9668
typo,"(1, 2, 3)",0.5,1.0,False,0.24,3.21,0.87923,0.89441,0.87923,0.84232,0.94606
typo,"(1, 2, 3)",0.5,1.0,True,0.24,3.04,0.93473,0.94311,0.93473,0.90456,0.97095
typo,"(1, 2, 3)",0.5,2.0,False,0.24,3.2,0.87991,0.89628,0.87991,0.83817,0.95021
typo,"(1, 2, 3)",0.5,2.0,True,0.24,3.23,0.95263,0.95999,0.95263,0.92531,0.9834
typo,"(1, 2, 3)",0.5,3.0,False,0.24,3.21,0.88492,0.89975,0.88492,0.84647,0.95021
typo,"(1, 2, 3)",0.5,3.0,True,0.24,3.44,0.95878,0.96578,0.95878,0.93776,0.98755
typo,"(1, 2, 3)",1.0,0.5,False,0.32,3.27,0.87022,0.88668,0.87022,0.82988,0.94191
typo,"(1, 2, 3)",1.0,0.5,True,0.32,3.27,0.91334,0.92746,0.91334,0.87552,0.97095
typo,"(1, 2, 3)",1.0,1.0,False,0.32,3.05,0.86546,0.8829,0.86546,0.82158,0.94191
typo,"(1, 2, 3)",1.0,1.0,True,0.32,3.26,0.92945,0.93813,0.92945,0.89627,0.9668
typo,"(1, 2, 3)",1.0,2.0,False,0.32,3.23,0.85638,0.87617,0.85638,0.80498,0.94191
typo,"(1, 2, 3)",1.0,2.0,True,0.32,3.26,0.93806,0.948,0.93806,0.90871,0.97925
typo,"(1, 2, 3)",1.0,3.0,False,0.32,3.36,0.85402,0.87426,0.85402,0.80083,0.94191
typo,"(1, 2, 3)",1.0,3.0,True,0.32,3.29,0.93157,0.94443,0.93157,0.90041,0.9834
typo,"(1, 2, 3)",2.0,0.5,False,0.33,3.3,0.84116,0.85753,0.84116,0.79668,0.91701
typo,"(1, 2, 3)",2.0,0.5,True,0.33,3.39,0.8948,0.91226,0.8948,0.85477,0.9668
typo,"(1, 2, 3)",2.0,1.0,False,0.33,3.13,0.82339,0.84285,0.82339,0.77178,0.91286
typo,"(1, 2, 3)",2.0,1.0,True,0.33,3.06,0.89173,0.90873,0.89173,0.84647,0.96266
typo,"(1, 2, 3)",2.0,2.0,False,0.33,3.12,0.81749,0.83629,0.81749,0.76349,0.90456
typo,"(1, 2, 3)",2.0,2.0,True,0.33,3.29,0.86585,0.88047,0.86585,0.82988,0.92946
typo,"(1, 2, 3)",2.0,3.0,False,0.33,3.36,0.79852,0.82226,0.79852,0.73029,0.90456
typo,"(1, 2, 3)",2.0,3.0,True,0.33,3.36,0.82142,0.83395,0.82142,0.78423,0.88382
typo,"(1, 2, 3)",3.0,0.5,False,0.37,3.26,0.76638,0.80021,0.76638,0.68465,0.91286
typo,"(1, 2, 3)",3.0,0.5,True,0.37,3.26,0.82481,0.85085,0.82481,0.76349,0.93776
typo,"(1, 2, 3)",3.0,1.0,False,0.37,3.16,0.73742,0.77366,0.73742,0.64315,0.89627
typo,"(1, 2, 3)",3.0,1.0,True,0.37,3.24,0.80019,0.82205,0.80019,0.74274,0.89627
typo,"(1, 2, 3)",3.0,2.0,False,0.37,3.16,0.72534,0.76122,0.72534,0.63071,0.88382
typo,"(1, 2, 3)",3.0,2.0,True,0.37,3.33,0.73645,0.75134,0.73645,0.6888,0.80498
typo,"(1, 2, 3)",3.0,3.0,False,0.37,3.52,0.72543,0.75897,0.72543,0.63485,0.87552
typo,"(1, 2, 3)",3.0,3.0,True,0.37,3.42,0.69385,0.71139,0.69385,0.6473,0.77593
typo,"(1, 2, 4)",0.0,0.5,False,0.34,3.17,0.87787,0.891,0.87787,0.84647,0.93776
typo,"(1, 2, 4)",0.0,0.5,True,0.34,3.28,0.90684,0.91866,0.90684,0.87967,0.95851
typo,"(1, 2, 4)",0.0,1.0,False,0.34,3.03,0.89218,0.90499,0.89218,0.86307,0.95021
typo,"(1, 2, 4)",0.0,1.0,True,0.34,3.3,0.92804,0.93996,0.92804,0.90041,0.97925
typo,"(1, 2, 4)",0.0,2.0,False,0.34,3.08,0.87916,0.90114,0.87916,0.82988,0.97095
typo,"(1, 2, 4)",0.0,2.0,True,0.34,3.06,0.94885,0.95925,0.94885,0.92531,0.9917
typo,"(1, 2, 4)",0.0,3.0,False,0.34,3.25,0.87511,0.8931,0.87511,0.83402,0.95436
typo,"(1, 2, 4)",0.0,3.0,True,0.34,3.4,0.96304,0.97001,0.96304,0.94191,0.9917
typo,"(1, 2, 4)",0.5,0.5,False,0.51,2.97,0.86568,0.88196,0.86568,0.82573,0.93776
typo,"(1, 2, 4)",0.5,0.5,True,0.51,3.23,0.90044,0.91396,0.90044,0.86307,0.95851
typo,"(1, 2, 4)",0.5,1.0,False,0.51,3.07,0.87812,0.89226,0.87812,0.84232,0.94191
typo,"(1, 2, 4)",0.5,1.0,True,0.51,3.27,0.92517,0.93889,0.92517,0.89212,0.9834
typo,"(1, 2, 4)",0.5,2.0,False,0.51,3.16,0.89027,0.90359,0.89027,0.85477,0.95021
typo,"(1, 2, 4)",0.5,2.0,True,0.51,3.11,0.95528,0.96423,0.95528,0.92946,0.9917
typo,"(1, 2, 4)",0.5,3.0,False,0.51,3.21,0.88939,0.90526,0.88939,0.85062,0.95851
typo,"(1, 2, 4)",0.5,3.0,True,0.51,3.31,0.95782,0.96515,0.95782,0.93361,0.98755
typo,"(1, 2, 4)",1.0,0.5,False,0.43,3.19,0.85312,0.87158,0.85312,0.80913,0.93361
typo,"(1, 2, 4)",1.0,0.5,True,0.43,3.16,0.89744,0.91051,0.89744,0.85892,0.95436
typo,"(1, 2, 4)",1.0,1.0,False,0.43,2.99,0.85076,0.86862,0.85076,0.80498,0.92946
typo,"(1, 2, 4)",1.0,1.0,True,0.43,3.22,0.92377,0.93478,0.92377,0.88797,0.97095
typo,"(1, 2, 4)",1.0,2.0,False,0.43,2.99,0.85161,0.87253,0.85161,0.80083,0.94191
typo,"(1, 2, 4)",1.0,2.0,True,0.43,3.12,0.93475,0.94672,0.93475,0.90456,0.9834
typo,"(1, 2, 4)",1.0,3.0,False,0.43,3.09,0.85128,0.87209,0.85128,0.80083,0.94191
typo,"(1, 2, 4)",1.0,3.0,True,0.43,3.01,0.93167,0.94455,0.93167,0.90041,0.9834
typo,"(1, 2, 4)",2.0,0.5,False,0.38,2.8,0.82263,0.84148,0.82263,0.77178,0.90871
typo,"(1, 2, 4)",2.0,0.5,True,0.38,3.22,0.88757,0.89955,0.88757,0.84647,0.94191
typo,"(1, 2, 4)",2.0,1.0,False,0.38,3.1,0.80052,0.82242,0.80052,0.73859,0.90041
typo,"(1, 2, 4)",2.0,1.0,True,0.38,3.06,0.88776,0.90334,0.88776,0.84647,0.95436
typo,"(1, 2, 4)",2.0,2.0,False,0.38,2.86,0.78847,0.81318,0.78847,0.71784,0.90041
typo,"(1, 2, 4)",2.0,2.0,True,0.38,2.93,0.86935,0.88423,0.86935,0.83817,0.93361
typo,"(1, 2, 4)",2.0,3.0,False,0.38,3.27,0.77888,0.80742,0.77888,0.70124,0.90456
typo,"(1, 2, 4)",2.0,3.0,True,0.38,3.25,0.81209,0.82574,0.81209,0.77178,0.87967
typo,"(1, 2, 4)",3.0,0.5,False,0.46,3.11,0.78886,0.81042,0.78886,0.72614,0.88797
typo,"(1, 2, 4)",3.0,0.5,True,0.46,3.14,0.84691,0.86896,0.84691,0.79253,0.94191
typo,"(1, 2, 4)",3.0,1.0,False,0.46,2.95,0.77445,0.79984,0.77445,0.70124,0.88797
typo,"(1, 2, 4)",3.0,1.0,True,0.46,3.14,0.7923,0.81608,0.7923,0.72614,0.89627
typo,"(1, 2, 4)",3.0,2.0,False,0.46,3.06,0.76088,0.78875,0.76088,0.6805,0.88382
typo,"(1, 2, 4)",3.0,2.0,True,0.46,2.95,0.73481,0.75209,0.73481,0.6888,0.81328
typo,"(1, 2, 4)",3.0,3.0,False,0.46,3.29,0.75331,0.78302,0.75331,0.66805,0.88382
typo,"(1, 2, 4)",3.0,3.0,True,0.46,3.14,0.68133,0.7033,0.68133,0.62656,0.78008
typo,"(2, 3, 4)",0.0,0.5,False,0.42,0.29,0.84788,0.86691,0.84788,0.80083,0.92946
typo,"(2, 3, 4)",0.0,0.5,True,0.42,0.21,0.85565,0.87426,0.85565,0.81743,0.93776
typo,"(2, 3, 4)",0.0,1.0,False,0.42,0.19,0.85376,0.87209,0.85376,0.80498,0.93361
typo,"(2, 3, 4)",0.0,1.0,True,0.42,0.25,0.85852,0.88083,0.85852,0.81743,0.95436
typo,"(2, 3, 4)",0.0,2.0,False,0.42,0.29,0.85876,0.87804,0.85876,0.80913,0.94191
typo,"(2, 3, 4)",0.0,2.0,True,0.42,0.28,0.87231,0.89484,0.87231,0.82573,0.9668
typo,"(2, 3, 4)",0.0,3.0,False,0.42,0.34,0.86444,0.88229,0.86444,0.81743,0.94191
typo,"(2, 3, 4)",0.0,3.0,True,0.42,0.41,0.88251,0.9024,0.88251,0.83817,0.9668
typo,"(2, 3, 4)",0.5,0.5,False,0.43,0.27,0.84147,0.8621,0.84147,0.79253,0.92946
typo,"(2, 3, 4)",0.5,0.5,True,0.43,0.34,0.8529,0.87244,0.8529,0.80498,0.93776
typo,"(2, 3, 4)",0.5,1.0,False,0.43,0.17,0.8454,0.86464,0.8454,0.79668,0.92946
typo,"(2, 3, 4)",0.5,1.0,True,0.43,0.24,0.86023,0.88132,0.86023,0.81328,0.95021
typo,"(2, 3, 4)",0.5,2.0,False,0.43,0.29,0.85653,0.87507,0.85653,0.80913,0.93776
typo,"(2, 3, 4)",0.5,2.0,True,0.43,0.36,0.87649,0.89799,0.87649,0.82988,0.9668
typo,"(2, 3, 4)",0.5,3.0,False,0.43,0.35,0.85544,0.87537,0.85544,0.80498,0.94191
typo,"(2, 3, 4)",0.5,3.0,True,0.43,0.52,0.8833,0.90435,0.8833,0.83402,0.97095
typo,"(2, 3, 4)",1.0,0.5,False,0.42,0.3,0.82755,0.84671,0.82755,0.77178,0.91286
typo,"(2, 3, 4)",1.0,0.5,True,0.42,0.39,0.8427,0.8648,0.8427,0.78838,0.93776
typo,"(2, 3, 4)",1.0,1.0,False,0.42,0.2,0.82818,0.84818,0.82818,0.77178,0.91701
typo,"(2, 3, 4)",1.0,1.0,True,0.42,0.32,0.85527,0.87755,0.85527,0.80498,0.95021
typo,"(2, 3, 4)",1.0,2.0,False,0.42,0.31,0.83373,0.85458,0.83373,0.77178,0.92531
typo,"(2, 3, 4)",1.0,2.0,True,0.42,0.34,0.87858,0.89847,0.87858,0.82988,0.96266
typo,"(2, 3, 4)",1.0,3.0,False,0.42,0.43,0.83781,0.85874,0.83781,0.78008,0.92946
typo,"(2, 3, 4)",1.0,3.0,True,0.42,0.5,0.87816,0.89938,0.87816,0.82573,0.9668
typo,"(2, 3, 4)",2.0,0.5,False,0.49,0.3,0.81168,0.8321,0.81168,0.75519,0.90456
typo,"(2, 3, 4)",2.0,0.5,True,0.49,0.3,0.81942,0.84445,0.81942,0.75934,0.92946
typo,"(2, 3, 4)",2.0,1.0,False,0.49,0.21,0.80713,0.82857,0.80713,0.74689,0.90456
typo,"(2, 3, 4)",2.0,1.0,True,0.49,0.3,0.8349,0.85941,0.8349,0.78008,0.94191
typo,"(2, 3, 4)",2.0,2.0,False,0.49,0.27,0.80273,0.82513,0.80273,0.73859,0.90456
typo,"(2, 3, 4)",2.0,2.0,True,0.49,0.31,0.83885,0.86038,0.83885,0.78008,0.93361
typo,"(2, 3, 4)",2.0,3.0,False,0.49,0.43,0.79479,0.81812,0.79479,0.72614,0.90041
typo,"(2, 3, 4)",2.0,3.0,True,0.49,0.33,0.84181,0.86627,0.84181,0.78008,0.94606
typo,"(2, 3, 4)",3.0,0.5,False,0.51,0.31,0.79283,0.81655,0.79283,0.73029,0.90041
typo,"(2, 3, 4)",3.0,0.5,True,0.51,0.26,0.80382,0.82687,0.80382,0.73859,0.90871
typo,"(2, 3, 4)",3.0,1.0,False,0.51,0.21,0.7816,0.8057,0.7816,0.71369,0.89212
typo,"(2, 3, 4)",3.0,1.0,True,0.51,0.25,0.80837,0.83275,0.80837,0.74689,0.91701
typo,"(2, 3, 4)",3.0,2.0,False,0.51,0.3,0.75482,0.78351,0.75482,0.6722,0.88382
typo,"(2, 3, 4)",3.0,2.0,True,0.51,0.34,0.76176,0.79317,0.76176,0.6805,0.90041
typo,"(2, 3, 4)",3.0,3.0,False,0.51,0.41,0.75349,0.78135,0.75349,0.66805,0.87967
typo,"(2, 3, 4)",3.0,3.0,True,0.51,0.47,0.74976,0.7804,0.74976,0.6722,0.88797
typo,"(1, 2, 3, 4)",0.0,0.5,False,0.48,3.07,0.86706,0.88105,0.86706,0.83402,0.92946
typo,"(1, 2, 3, 4)",0.0,0.5,True,0.48,3.19,0.8839,0.89832,0.8839,0.84647,0.94606
typo,"(1, 2, 3, 4)",0.0,1.0,False,0.48,2.7,0.88143,0.89283,0.88143,0.84647,0.93361
typo,"(1, 2, 3, 4)",0.0,1.0,True,0.48,3.03,0.90762,0.92145,0.90762,0.87137,0.9668
typo,"(1, 2, 3, 4)",0.0,2.0,False,0.48,3.16,0.89449,0.90887,0.89449,0.86307,0.95851
typo,"(1, 2, 3, 4)",0.0,2.0,True,0.48,3.23,0.93991,0.95138,0.93991,0.91286,0.98755
typo,"(1, 2, 3, 4)",0.0,3.0,False,0.48,3.3,0.87219,0.8933,0.87219,0.82573,0.96266
typo,"(1, 2, 3, 4)",0.0,3.0,True,0.48,3.37,0.95378,0.96293,0.95378,0.92946,0.9917
typo,"(1, 2, 3, 4)",0.5,0.5,False,0.48,3.1,0.86295,0.8781,0.86295,0.82573,0.92946
typo,"(1, 2, 3, 4)",0.5,0.5,True,0.48,3.49,0.88769,0.90226,0.88769,0.84647,0.95021
typo,"(1, 2, 3, 4)",0.5,1.0,False,0.48,3.2,0.87063,0.88451,0.87063,0.83402,0.93361
typo,"(1, 2, 3, 4)",0.5,1.0,True,0.48,3.19,0.91015,0.92092,0.91015,0.87137,0.95851
typo,"(1, 2, 3, 4)",0.5,2.0,False,0.48,3.27,0.87575,0.89176,0.87575,0.83817,0.94606
typo,"(1, 2, 3, 4)",0.5,2.0,True,0.48,3.32,0.9374,0.94863,0.9374,0.90041,0.9834
typo,"(1, 2, 3, 4)",0.5,3.0,False,0.48,3.35,0.88091,0.89655,0.88091,0.84647,0.95021
typo,"(1, 2, 3, 4)",0.5,3.0,True,0.48,3.65,0.95034,0.95952,0.95034,0.92116,0.98755
typo,"(1, 2, 3, 4)",1.0,0.5,False,0.58,3.3,0.84807,0.86442,0.84807,0.80498,0.92116
typo,"(1, 2, 3, 4)",1.0,0.5,True,0.58,3.33,0.88852,0.90407,0.88852,0.84647,0.95436
typo,"(1, 2, 3, 4)",1.0,1.0,False,0.58,3.26,0.84205,0.85951,0.84205,0.79253,0.92116
typo,"(1, 2, 3, 4)",1.0,1.0,True,0.58,3.14,0.9114,0.92341,0.9114,0.87137,0.96266
typo,"(1, 2, 3, 4)",1.0,2.0,False,0.58,3.31,0.84536,0.86307,0.84536,0.79253,0.92531
typo,"(1, 2, 3, 4)",1.0,2.0,True,0.58,3.45,0.92921,0.94137,0.92921,0.89627,0.97925
typo,"(1, 2, 3, 4)",1.0,3.0,False,0.58,3.57,0.8495,0.8685,0.8495,0.79668,0.93361
typo,"(1, 2, 3, 4)",1.0,3.0,True,0.58,3.62,0.93129,0.94418,0.93129,0.90041,0.9834
typo,"(1, 2, 3, 4)",2.0,0.5,False,0.64,3.27,0.82725,0.84332,0.82725,0.78423,0.90456
typo,"(1, 2, 3, 4)",2.0,0.5,True,0.64,3.35,0.86916,0.89069,0.86916,0.81743,0.95851
typo,"(1, 2, 3, 4)",2.0,1.0,False,0.64,3.11,0.81646,0.83522,0.81646,0.76349,0.90456
typo,"(1, 2, 3, 4)",2.0,1.0,True,0.64,3.27,0.89965,0.91453,0.89965,0.86307,0.96266
typo,"(1, 2, 3, 4)",2.0,2.0,False,0.64,3.35,0.80751,0.82991,0.80751,0.74689,0.90871
typo,"(1, 2, 3, 4)",2.0,2.0,True,0.64,3.3,0.88356,0.89611,0.88356,0.85477,0.93776
typo,"(1, 2, 3, 4)",2.0,3.0,False,0.64,3.49,0.79778,0.82038,0.79778,0.73029,0.90041
typo,"(1, 2, 3, 4)",2.0,3.0,True,0.64,3.54,0.84387,0.85553,0.84387,0.80913,0.90041
typo,"(1, 2, 3, 4)",3.0,0.5,False,0.62,3.31,0.80077,0.82488,0.80077,0.74274,0.90871
typo,"(1, 2, 3, 4)",3.0,0.5,True,0.62,3.44,0.84555,0.8681,0.84555,0.78838,0.94191
typo,"(1, 2, 3, 4)",3.0,1.0,False,0.62,3.18,0.78571,0.8076,0.78571,0.71784,0.88797
typo,"(1, 2, 3, 4)",3.0,1.0,True,0.62,3.26,0.8294,0.85064,0.8294,0.77178,0.92116
typo,"(1, 2, 3, 4)",3.0,2.0,False,0.62,3.48,0.75767,0.78561,0.75767,0.67635,0.88382
typo,"(1, 2, 3, 4)",3.0,2.0,True,0.62,3.63,0.77068,0.78365,0.77068,0.73444,0.83402
typo,"(1, 2, 3, 4)",3.0,3.0,False,0.62,3.9,0.7563,0.78348,0.7563,0.6722,0.87967
typo,"(1, 2, 3, 4)",3.0,3.0,True,0.62,4.01,0.70839,0.72864,0.70839,0.6639,0.80083
