task,n,idf_exponent,dim,normalize,position_weight,denominator,eval_sec,map,ndcg@10,ndcg@5,mrr,hit@1,hit@10,recall@10,p@10,rprec
typo_hard,"(1,)",2.0,1.0,True,1.0,dice,18.72,0.46927,0.49194,0.48262,0.46927,0.40726,0.57661,0.57661,0.05766,0.40726
typo_hard,"(1,)",2.0,1.0,True,0.0,geo,18.61,0.32352,0.36007,0.32821,0.32352,0.25403,0.49194,0.49194,0.04919,0.25403
typo_hard,"(1,)",2.0,1.0,True,0.5,geo,18.71,0.43573,0.45927,0.44741,0.43573,0.375,0.54839,0.54839,0.05484,0.375
typo_hard,"(1,)",2.0,1.0,True,1.0,geo,18.59,0.4782,0.50398,0.48912,0.4782,0.41129,0.59677,0.59677,0.05968,0.41129
typo_hard,"(1,)",3.0,1.0,False,0.0,dice,17.98,0.19224,0.21437,0.20386,0.19224,0.12903,0.29839,0.29839,0.02984,0.12903
typo_hard,"(1,)",3.0,1.0,False,0.5,dice,17.98,0.29319,0.30937,0.29241,0.29319,0.25,0.38306,0.38306,0.03831,0.25
typo_hard,"(1,)",3.0,1.0,False,1.0,dice,18.21,0.29662,0.31857,0.29919,0.29662,0.24194,0.40726,0.40726,0.04073,0.24194
typo_hard,"(1,)",3.0,1.0,True,0.0,dice,18.52,0.27445,0.29242,0.27184,0.27445,0.23387,0.375,0.375,0.0375,0.23387
typo_hard,"(1,)",3.0,1.0,True,0.5,dice,18.1,0.35792,0.38597,0.36986,0.35792,0.30242,0.48387,0.48387,0.04839,0.30242
typo_hard,"(1,)",3.0,1.0,True,1.0,dice,18.14,0.3776,0.40362,0.38643,0.3776,0.32258,0.49597,0.49597,0.0496,0.32258
typo_hard,"(1,)",3.0,1.0,True,0.0,geo,18.4,0.27497,0.29382,0.27212,0.27497,0.23387,0.37903,0.37903,0.0379,0.23387
typo_hard,"(1,)",3.0,1.0,True,0.5,geo,18.45,0.36231,0.39154,0.37573,0.36231,0.30645,0.49194,0.49194,0.04919,0.30645
typo_hard,"(1,)",3.0,1.0,True,1.0,geo,18.6,0.38172,0.40539,0.39202,0.38172,0.32661,0.49194,0.49194,0.04919,0.32661
typo_hard,"(1,)",4.0,1.0,False,0.0,dice,18.63,0.18656,0.21021,0.19857,0.18656,0.125,0.29839,0.29839,0.02984,0.125
typo_hard,"(1,)",4.0,1.0,False,0.5,dice,18.43,0.2512,0.27286,0.25344,0.2512,0.20565,0.35887,0.35887,0.03589,0.20565
typo_hard,"(1,)",4.0,1.0,False,1.0,dice,18.66,0.24758,0.27103,0.24858,0.24758,0.19758,0.3629,0.3629,0.03629,0.19758
typo_hard,"(1,)",4.0,1.0,True,0.0,dice,18.24,0.25866,0.27271,0.25746,0.25866,0.22177,0.33871,0.33871,0.03387,0.22177
typo_hard,"(1,)",4.0,1.0,True,0.5,dice,18.94,0.30861,0.3322,0.31047,0.30861,0.25403,0.42339,0.42339,0.04234,0.25403
typo_hard,"(1,)",4.0,1.0,True,1.0,dice,18.64,0.31759,0.34256,0.32141,0.31759,0.26613,0.43548,0.43548,0.04355,0.26613
typo_hard,"(1,)",4.0,1.0,True,0.0,geo,18.56,0.25884,0.27154,0.25746,0.25884,0.22177,0.33468,0.33468,0.03347,0.22177
typo_hard,"(1,)",4.0,1.0,True,0.5,geo,18.39,0.3096,0.33516,0.31359,0.3096,0.25403,0.43145,0.43145,0.04315,0.25403
typo_hard,"(1,)",4.0,1.0,True,1.0,geo,18.01,0.31821,0.34394,0.32443,0.31821,0.26613,0.43952,0.43952,0.04395,0.26613
typo_hard,"(2,)",0.0,1.0,False,0.0,dice,0.41,0.68028,0.70913,0.69372,0.68028,0.60887,0.80645,0.80645,0.08065,0.60887
typo_hard,"(2,)",0.0,1.0,False,0.5,dice,0.42,0.72222,0.74287,0.73494,0.72222,0.66129,0.81855,0.81855,0.08185,0.66129
typo_hard,"(2,)",0.0,1.0,False,1.0,dice,0.42,0.72433,0.74448,0.73799,0.72433,0.66532,0.81855,0.81855,0.08185,0.66532
typo_hard,"(2,)",0.0,1.0,True,0.0,dice,0.52,0.72351,0.75454,0.73344,0.72351,0.65726,0.8629,0.8629,0.08629,0.65726
typo_hard,"(2,)",0.0,1.0,True,0.5,dice,0.5,0.73657,0.76459,0.75015,0.73657,0.67742,0.8629,0.8629,0.08629,0.67742
typo_hard,"(2,)",0.0,1.0,True,1.0,dice,0.48,0.74146,0.76808,0.75499,0.74146,0.68145,0.8629,0.8629,0.08629,0.68145
typo_hard,"(2,)",0.0,1.0,True,0.0,geo,0.6,0.71314,0.74538,0.72208,0.71314,0.64516,0.85887,0.85887,0.08589,0.64516
typo_hard,"(2,)",0.0,1.0,True,0.5,geo,0.6,0.72476,0.75552,0.73298,0.72476,0.66129,0.8629,0.8629,0.08629,0.66129
typo_hard,"(2,)",0.0,1.0,True,1.0,geo,0.57,0.72971,0.75913,0.74197,0.72971,0.66532,0.8629,0.8629,0.08629,0.66532
typo_hard,"(2,)",0.5,1.0,False,0.0,dice,0.44,0.68845,0.71264,0.69882,0.68845,0.62097,0.80242,0.80242,0.08024,0.62097
typo_hard,"(2,)",0.5,1.0,False,0.5,dice,0.44,0.71772,0.74124,0.72695,0.71772,0.65726,0.82661,0.82661,0.08266,0.65726
typo_hard,"(2,)",0.5,1.0,False,1.0,dice,0.45,0.72362,0.74876,0.73021,0.72362,0.66532,0.83871,0.83871,0.08387,0.66532
typo_hard,"(2,)",0.5,1.0,True,0.0,dice,0.54,0.73301,0.76082,0.7439,0.73301,0.66935,0.85887,0.85887,0.08589,0.66935
typo_hard,"(2,)",0.5,1.0,True,0.5,dice,0.49,0.74036,0.76503,0.75162,0.74036,0.67742,0.85484,0.85484,0.08548,0.67742
typo_hard,"(2,)",0.5,1.0,True,1.0,dice,0.51,0.73807,0.76429,0.74661,0.73807,0.66935,0.85887,0.85887,0.08589,0.66935
typo_hard,"(2,)",0.5,1.0,True,0.0,geo,0.57,0.72353,0.75378,0.73314,0.72353,0.65726,0.85887,0.85887,0.08589,0.65726
typo_hard,"(2,)",0.5,1.0,True,0.5,geo,0.62,0.73111,0.75824,0.74242,0.73111,0.66532,0.85484,0.85484,0.08548,0.66532
typo_hard,"(2,)",0.5,1.0,True,1.0,geo,0.58,0.73303,0.75955,0.74361,0.73303,0.66532,0.85484,0.85484,0.08548,0.66532
typo_hard,"(2,)",1.0,1.0,False,0.0,dice,0.46,0.67266,0.69637,0.67847,0.67266,0.60484,0.78629,0.78629,0.07863,0.60484
typo_hard,"(2,)",1.0,1.0,False,0.5,dice,0.45,0.6969,0.72252,0.70309,0.6969,0.63306,0.81452,0.81452,0.08145,0.63306
typo_hard,"(2,)",1.0,1.0,False,1.0,dice,0.43,0.71093,0.73407,0.71828,0.71093,0.65323,0.81855,0.81855,0.08185,0.65323
typo_hard,"(2,)",1.0,1.0,True,0.0,dice,0.53,0.71842,0.74344,0.73035,0.71842,0.65323,0.83468,0.83468,0.08347,0.65323
typo_hard,"(2,)",1.0,1.0,True,0.5,dice,0.54,0.73003,0.75414,0.74292,0.73003,0.66935,0.84274,0.84274,0.08427,0.66935
typo_hard,"(2,)",1.0,1.0,True,1.0,dice,0.53,0.73246,0.75581,0.7456,0.73246,0.66935,0.84274,0.84274,0.08427,0.66935
typo_hard,"(2,)",1.0,1.0,True,0.0,geo,0.62,0.70692,0.73263,0.71945,0.70692,0.6371,0.82661,0.82661,0.08266,0.6371
typo_hard,"(2,)",1.0,1.0,True,0.5,geo,0.6,0.71867,0.74355,0.73347,0.71867,0.65323,0.83468,0.83468,0.08347,0.65323
typo_hard,"(2,)",1.0,1.0,True,1.0,geo,0.62,0.72278,0.74881,0.736,0.72278,0.65323,0.84274,0.84274,0.08427,0.65323
typo_hard,"(2,)",2.0,1.0,False,0.0,dice,0.42,0.46412,0.5012,0.48124,0.46412,0.3629,0.64516,0.64516,0.06452,0.3629
typo_hard,"(2,)",2.0,1.0,False,0.5,dice,0.43,0.48933,0.52556,0.50707,0.48933,0.38306,0.66532,0.66532,0.06653,0.38306
typo_hard,"(2,)",2.0,1.0,False,1.0,dice,0.46,0.51364,0.55162,0.53375,0.51364,0.41129,0.69355,0.69355,0.06935,0.41129
typo_hard,"(2,)",2.0,1.0,True,0.0,dice,0.56,0.55443,0.59697,0.57088,0.55443,0.45968,0.75,0.75,0.075,0.45968
typo_hard,"(2,)",2.0,1.0,True,0.5,dice,0.5,0.58822,0.62481,0.60628,0.58822,0.49597,0.75806,0.75806,0.07581,0.49597
typo_hard,"(2,)",2.0,1.0,True,1.0,dice,0.52,0.60995,0.64434,0.62438,0.60995,0.52419,0.77016,0.77016,0.07702,0.52419
typo_hard,"(2,)",2.0,1.0,True,0.0,geo,0.61,0.56623,0.60615,0.58345,0.56623,0.47581,0.75,0.75,0.075,0.47581
typo_hard,"(2,)",2.0,1.0,True,0.5,geo,0.56,0.58852,0.62758,0.60624,0.58852,0.49597,0.76613,0.76613,0.07661,0.49597
typo_hard,"(2,)",2.0,1.0,True,1.0,geo,0.58,0.6129,0.64807,0.62948,0.6129,0.52823,0.77419,0.77419,0.07742,0.52823
typo_hard,"(2,)",3.0,1.0,False,0.0,dice,0.41,0.29135,0.31757,0.29212,0.29135,0.21774,0.43548,0.43548,0.04355,0.21774
typo_hard,"(2,)",3.0,1.0,False,0.5,dice,0.63,0.30927,0.33864,0.31689,0.30927,0.22984,0.46371,0.46371,0.04637,0.22984
typo_hard,"(2,)",3.0,1.0,False,1.0,dice,0.42,0.33295,0.3612,0.33956,0.33295,0.25403,0.48387,0.48387,0.04839,0.25403
typo_hard,"(2,)",3.0,1.0,True,0.0,dice,0.51,0.32553,0.35509,0.32898,0.32553,0.2379,0.4879,0.4879,0.04879,0.2379
typo_hard,"(2,)",3.0,1.0,True,0.5,dice,0.5,0.35194,0.38515,0.35554,0.35194,0.26613,0.52823,0.52823,0.05282,0.26613
typo_hard,"(2,)",3.0,1.0,True,1.0,dice,0.52,0.36846,0.40468,0.37046,0.36846,0.27823,0.55645,0.55645,0.05565,0.27823
typo_hard,"(2,)",3.0,1.0,True,0.0,geo,0.58,0.32923,0.36642,0.33205,0.32923,0.23387,0.52419,0.52419,0.05242,0.23387
typo_hard,"(2,)",3.0,1.0,True,0.5,geo,0.6,0.35674,0.39673,0.3639,0.35674,0.25806,0.56048,0.56048,0.05605,0.25806
typo_hard,"(2,)",3.0,1.0,True,1.0,geo,0.55,0.38491,0.424,0.38995,0.38491,0.28629,0.58468,0.58468,0.05847,0.28629
typo_hard,"(2,)",4.0,1.0,False,0.0,dice,0.41,0.21676,0.2302,0.21617,0.21676,0.16129,0.30645,0.30645,0.03065,0.16129
typo_hard,"(2,)",4.0,1.0,False,0.5,dice,0.42,0.22901,0.24369,0.22598,0.22901,0.17339,0.32661,0.32661,0.03266,0.17339
typo_hard,"(2,)",4.0,1.0,False,1.0,dice,0.39,0.2337,0.25219,0.23305,0.2337,0.16935,0.34677,0.34677,0.03468,0.16935
typo_hard,"(2,)",4.0,1.0,True,0.0,dice,0.45,0.21542,0.23931,0.21075,0.21542,0.15323,0.35484,0.35484,0.03548,0.15323
typo_hard,"(2,)",4.0,1.0,True,0.5,dice,0.48,0.2327,0.25792,0.23473,0.2327,0.16129,0.375,0.375,0.0375,0.16129
typo_hard,"(2,)",4.0,1.0,True,1.0,dice,0.48,0.25256,0.27602,0.2563,0.25256,0.18145,0.3871,0.3871,0.03871,0.18145
typo_hard,"(2,)",4.0,1.0,True,0.0,geo,0.56,0.21258,0.24247,0.20523,0.21258,0.14516,0.37903,0.37903,0.0379,0.14516
typo_hard,"(2,)",4.0,1.0,True,0.5,geo,0.5,0.23582,0.26361,0.23127,0.23582,0.16532,0.39516,0.39516,0.03952,0.16532
typo_hard,"(2,)",4.0,1.0,True,1.0,geo,0.62,0.26475,0.29213,0.26643,0.26475,0.18952,0.41935,0.41935,0.04194,0.18952
typo_hard,"(1, 2)",0.0,1.0,False,0.0,dice,17.84,0.72121,0.75244,0.74009,0.72121,0.6371,0.85484,0.85484,0.08548,0.6371
typo_hard,"(1, 2)",0.0,1.0,False,0.5,dice,19.57,0.77158,0.79424,0.78571,0.77158,0.70161,0.87097,0.87097,0.0871,0.70161
typo_hard,"(1, 2)",0.0,1.0,False,1.0,dice,19.3,0.77306,0.79646,0.78801,0.77306,0.70161,0.875,0.875,0.0875,0.70161
typo_hard,"(1, 2)",0.0,1.0,True,0.0,dice,19.93,0.83873,0.86103,0.85578,0.83873,0.77823,0.93548,0.93548,0.09355,0.77823
typo_hard,"(1, 2)",0.0,1.0,True,0.5,dice,21.12,0.8439,0.86602,0.86072,0.8439,0.78226,0.93952,0.93952,0.09395,0.78226
typo_hard,"(1, 2)",0.0,1.0,True,1.0,dice,19.86,0.84368,0.86929,0.86031,0.84368,0.77419,0.95161,0.95161,0.09516,0.77419
typo_hard,"(1, 2)",0.0,1.0,True,0.0,geo,19.29,0.83889,0.86125,0.8561,0.83889,0.78226,0.93548,0.93548,0.09355,0.78226
typo_hard,"(1, 2)",0.0,1.0,True,0.5,geo,22.05,0.84321,0.86451,0.86182,0.84321,0.78226,0.93548,0.93548,0.09355,0.78226
typo_hard,"(1, 2)",0.0,1.0,True,1.0,geo,25.22,0.84122,0.86412,0.86003,0.84122,0.77016,0.93952,0.93952,0.09395,0.77016
typo_hard,"(1, 2)",0.0,2.0,False,0.0,dice,24.92,0.71379,0.7444,0.73012,0.71379,0.6371,0.84677,0.84677,0.08468,0.6371
typo_hard,"(1, 2)",0.0,2.0,False,0.5,dice,22.09,0.7564,0.7839,0.77367,0.7564,0.68952,0.875,0.875,0.0875,0.68952
typo_hard,"(1, 2)",0.0,2.0,False,1.0,dice,23.4,0.77947,0.80445,0.79273,0.77947,0.71774,0.8871,0.8871,0.08871,0.71774
typo_hard,"(1, 2)",0.0,2.0,True,0.0,dice,20.01,0.84065,0.86028,0.85502,0.84065,0.79032,0.92742,0.92742,0.09274,0.79032
typo_hard,"(1, 2)",0.0,2.0,True,0.5,dice,20.14,0.84881,0.86797,0.86541,0.84881,0.79435,0.93548,0.93548,0.09355,0.79435
typo_hard,"(1, 2)",0.0,2.0,True,1.0,dice,19.19,0.851,0.87304,0.8679,0.851,0.79032,0.94758,0.94758,0.09476,0.79032
typo_hard,"(1, 2)",0.0,2.0,True,0.0,geo,20.41,0.83239,0.85298,0.84758,0.83239,0.77823,0.92339,0.92339,0.09234,0.77823
typo_hard,"(1, 2)",0.0,2.0,True,0.5,geo,19.97,0.84676,0.86678,0.86427,0.84676,0.79032,0.93548,0.93548,0.09355,0.79032
typo_hard,"(1, 2)",0.0,2.0,True,1.0,geo,18.51,0.85023,0.87259,0.86894,0.85023,0.79032,0.94758,0.94758,0.09476,0.79032
typo_hard,"(1, 2)",0.5,1.0,False,0.0,dice,17.85,0.72533,0.75026,0.73701,0.72533,0.65323,0.83871,0.83871,0.08387,0.65323
typo_hard,"(1, 2)",0.5,1.0,False,0.5,dice,17.58,0.75615,0.77894,0.7753,0.75615,0.68548,0.85887,0.85887,0.08589,0.68548
typo_hard,"(1, 2)",0.5,1.0,False,1.0,dice,17.9,0.76063,0.78671,0.77624,0.76063,0.68952,0.875,0.875,0.0875,0.68952
typo_hard,"(1, 2)",0.5,1.0,True,0.0,dice,17.81,0.83126,0.8542,0.84597,0.83126,0.77823,0.93145,0.93145,0.09315,0.77823
typo_hard,"(1, 2)",0.5,1.0,True,0.5,dice,17.65,0.84279,0.86495,0.8583,0.84279,0.79032,0.93952,0.93952,0.09395,0.79032
typo_hard,"(1, 2)",0.5,1.0,True,1.0,dice,17.97,0.84975,0.87242,0.86448,0.84975,0.79435,0.94758,0.94758,0.09476,0.79435
typo_hard,"(1, 2)",0.5,1.0,True,0.0,geo,19.32,0.82366,0.84859,0.83896,0.82366,0.76613,0.93145,0.93145,0.09315,0.76613
typo_hard,"(1, 2)",0.5,1.0,True,0.5,geo,18.1,0.83533,0.85944,0.85126,0.83533,0.77823,0.93952,0.93952,0.09395,0.77823
typo_hard,"(1, 2)",0.5,1.0,True,1.0,geo,18.89,0.84338,0.86543,0.85996,0.84338,0.78629,0.93952,0.93952,0.09395,0.78629
typo_hard,"(1, 2)",0.5,2.0,False,0.0,dice,19.15,0.72509,0.75071,0.735,0.72509,0.65726,0.84274,0.84274,0.08427,0.65726
typo_hard,"(1, 2)",0.5,2.0,False,0.5,dice,19.67,0.75414,0.77846,0.76765,0.75414,0.68548,0.8629,0.8629,0.08629,0.68548
typo_hard,"(1, 2)",0.5,2.0,False,1.0,dice,19.4,0.7633,0.78755,0.77829,0.7633,0.69355,0.87097,0.87097,0.0871,0.69355
typo_hard,"(1, 2)",0.5,2.0,True,0.0,dice,19.56,0.81793,0.84095,0.83168,0.81793,0.75806,0.91935,0.91935,0.09194,0.75806
typo_hard,"(1, 2)",0.5,2.0,True,0.5,dice,19.3,0.84625,0.86632,0.85971,0.84625,0.79435,0.93548,0.93548,0.09355,0.79435
typo_hard,"(1, 2)",0.5,2.0,True,1.0,dice,19.6,0.85619,0.87807,0.87053,0.85619,0.80242,0.95161,0.95161,0.09516,0.80242
typo_hard,"(1, 2)",0.5,2.0,True,0.0,geo,19.09,0.81421,0.8385,0.82811,0.81421,0.75403,0.91935,0.91935,0.09194,0.75403
typo_hard,"(1, 2)",0.5,2.0,True,0.5,geo,17.24,0.84209,0.86221,0.85543,0.84209,0.79032,0.93145,0.93145,0.09315,0.79032
typo_hard,"(1, 2)",0.5,2.0,True,1.0,geo,17.74,0.85204,0.874,0.86642,0.85204,0.79839,0.94758,0.94758,0.09476,0.79839
typo_hard,"(1, 2)",1.0,1.0,False,0.0,dice,17.42,0.69881,0.72403,0.71117,0.69881,0.62097,0.81452,0.81452,0.08145,0.62097
typo_hard,"(1, 2)",1.0,1.0,False,0.5,dice,17.82,0.72633,0.74894,0.7356,0.72633,0.66129,0.83065,0.83065,0.08306,0.66129
typo_hard,"(1, 2)",1.0,1.0,False,1.0,dice,18.07,0.73297,0.75571,0.74494,0.73297,0.66532,0.83871,0.83871,0.08387,0.66532
typo_hard,"(1, 2)",1.0,1.0,True,0.0,dice,18.42,0.78173,0.80978,0.80042,0.78173,0.70968,0.90323,0.90323,0.09032,0.70968
typo_hard,"(1, 2)",1.0,1.0,True,0.5,dice,18.25,0.8043,0.82853,0.81647,0.8043,0.74194,0.91129,0.91129,0.09113,0.74194
typo_hard,"(1, 2)",1.0,1.0,True,1.0,dice,18.26,0.81745,0.83767,0.82698,0.81745,0.7621,0.91129,0.91129,0.09113,0.7621
typo_hard,"(1, 2)",1.0,1.0,True,0.0,geo,18.28,0.77497,0.80458,0.78969,0.77497,0.70161,0.90323,0.90323,0.09032,0.70161
typo_hard,"(1, 2)",1.0,1.0,True,0.5,geo,18.36,0.80583,0.82969,0.8179,0.80583,0.75,0.91129,0.91129,0.09113,0.75
typo_hard,"(1, 2)",1.0,1.0,True,1.0,geo,18.98,0.81781,0.83698,0.82877,0.81781,0.76613,0.90726,0.90726,0.09073,0.76613
typo_hard,"(1, 2)",1.0,2.0,False,0.0,dice,18.26,0.70341,0.72536,0.71377,0.70341,0.6371,0.80645,0.80645,0.08065,0.6371
typo_hard,"(1, 2)",1.0,2.0,False,0.5,dice,20.12,0.71392,0.7366,0.72466,0.71392,0.64516,0.81855,0.81855,0.08185,0.64516
typo_hard,"(1, 2)",1.0,2.0,False,1.0,dice,20.54,0.72142,0.74413,0.73309,0.72142,0.65323,0.82661,0.82661,0.08266,0.65323
typo_hard,"(1, 2)",1.0,2.0,True,0.0,dice,19.17,0.76315,0.78149,0.77071,0.76315,0.70968,0.85081,0.85081,0.08508,0.70968
typo_hard,"(1, 2)",1.0,2.0,True,0.5,dice,19.64,0.79329,0.81362,0.80548,0.79329,0.7379,0.8871,0.8871,0.08871,0.7379
typo_hard,"(1, 2)",1.0,2.0,True,1.0,dice,20.51,0.80735,0.83092,0.82188,0.80735,0.74597,0.91129,0.91129,0.09113,0.74597
typo_hard,"(1, 2)",1.0,2.0,True,0.0,geo,20.42,0.76839,0.78479,0.77635,0.76839,0.71371,0.84677,0.84677,0.08468,0.71371
typo_hard,"(1, 2)",1.0,2.0,True,0.5,geo,19.75,0.79636,0.81577,0.808,0.79636,0.74194,0.8871,0.8871,0.08871,0.74194
typo_hard,"(1, 2)",1.0,2.0,True,1.0,geo,19.97,0.80723,0.82974,0.8205,0.80723,0.74597,0.90726,0.90726,0.09073,0.74597
typo_hard,"(1, 2)",2.0,1.0,False,0.0,dice,19.56,0.47372,0.5095,0.48664,0.47372,0.375,0.64919,0.64919,0.06492,0.375
typo_hard,"(1, 2)",2.0,1.0,False,0.5,dice,19.12,0.50385,0.53915,0.51426,0.50385,0.40726,0.67742,0.67742,0.06774,0.40726
typo_hard,"(1, 2)",2.0,1.0,False,1.0,dice,18.11,0.51555,0.55441,0.53111,0.51555,0.41532,0.70161,0.70161,0.07016,0.41532
typo_hard,"(1, 2)",2.0,1.0,True,0.0,dice,17.83,0.5858,0.61253,0.59272,0.5858,0.52016,0.70968,0.70968,0.07097,0.52016
typo_hard,"(1, 2)",2.0,1.0,True,0.5,dice,18.85,0.61018,0.63734,0.6248,0.61018,0.54032,0.73387,0.73387,0.07339,0.54032
typo_hard,"(1, 2)",2.0,1.0,True,1.0,dice,17.95,0.63534,0.65785,0.64754,0.63534,0.57258,0.74194,0.74194,0.07419,0.57258
typo_hard,"(1, 2)",2.0,1.0,True,0.0,geo,19.33,0.59709,0.62588,0.60613,0.59709,0.52823,0.72984,0.72984,0.07298,0.52823
typo_hard,"(1, 2)",2.0,1.0,True,0.5,geo,18.52,0.6278,0.65477,0.64047,0.6278,0.55645,0.75403,0.75403,0.0754,0.55645
typo_hard,"(1, 2)",2.0,1.0,True,1.0,geo,19.6,0.64706,0.67403,0.65716,0.64706,0.57661,0.77419,0.77419,0.07742,0.57661
typo_hard,"(1, 2)",2.0,2.0,False,0.0,dice,19.89,0.46731,0.50238,0.48613,0.46731,0.36694,0.64113,0.64113,0.06411,0.36694
typo_hard,"(1, 2)",2.0,2.0,False,0.5,dice,19.93,0.49306,0.5284,0.5099,0.49306,0.3871,0.66532,0.66532,0.06653,0.3871
typo_hard,"(1, 2)",2.0,2.0,False,1.0,dice,20.09,0.52142,0.55856,0.53796,0.52142,0.42339,0.69758,0.69758,0.06976,0.42339
typo_hard,"(1, 2)",2.0,2.0,True,0.0,dice,19.87,0.52034,0.54235,0.5304,0.52034,0.45565,0.625,0.625,0.0625,0.45565
typo_hard,"(1, 2)",2.0,2.0,True,0.5,dice,19.25,0.56447,0.5891,0.57893,0.56447,0.5,0.67742,0.67742,0.06774,0.5
