task,n,idf_exponent,dim,normalize,position_weight,denominator,eval_sec,map,ndcg@10,ndcg@5,mrr,hit@1,hit@10,recall@10,p@10,rprec
abtbuy,"(1,)",1.0,1.0,True,1.0,geo,11.13,0.69761,0.72388,0.71383,0.70631,0.65,0.82,0.805,0.083,0.655
abtbuy,"(1,)",2.0,1.0,False,0.0,dice,11.44,0.24671,0.28813,0.25281,0.2487,0.14,0.47,0.46,0.047,0.14
abtbuy,"(1,)",2.0,1.0,False,0.5,dice,11.36,0.30341,0.33826,0.3014,0.30501,0.22,0.5,0.49,0.05,0.22
abtbuy,"(1,)",2.0,1.0,False,1.0,dice,11.77,0.29837,0.34122,0.31241,0.30163,0.2,0.52,0.51,0.052,0.205
abtbuy,"(1,)",2.0,1.0,True,0.0,dice,11.82,0.52079,0.53919,0.52046,0.52425,0.47,0.63,0.62,0.063,0.475
abtbuy,"(1,)",2.0,1.0,True,0.5,dice,10.92,0.52554,0.55868,0.52877,0.52938,0.46,0.69,0.675,0.069,0.465
abtbuy,"(1,)",2.0,1.0,True,1.0,dice,10.67,0.55029,0.57904,0.56498,0.55717,0.49,0.69,0.675,0.069,0.485
abtbuy,"(1,)",2.0,1.0,True,0.0,geo,10.72,0.53997,0.57007,0.54869,0.54358,0.47,0.69,0.68,0.069,0.475
abtbuy,"(1,)",2.0,1.0,True,0.5,geo,11.0,0.54767,0.58619,0.55569,0.55151,0.47,0.73,0.715,0.073,0.475
abtbuy,"(1,)",2.0,1.0,True,1.0,geo,11.22,0.57153,0.60209,0.58191,0.57808,0.51,0.72,0.705,0.072,0.505
abtbuy,"(1,)",3.0,1.0,False,0.0,dice,11.04,0.26272,0.30354,0.27017,0.26387,0.16,0.48,0.47,0.048,0.16
abtbuy,"(1,)",3.0,1.0,False,0.5,dice,11.36,0.29669,0.33321,0.3037,0.29851,0.21,0.49,0.48,0.049,0.21
abtbuy,"(1,)",3.0,1.0,False,1.0,dice,12.7,0.29901,0.33271,0.311,0.30435,0.23,0.48,0.47,0.048,0.225
abtbuy,"(1,)",3.0,1.0,True,0.0,dice,11.48,0.43699,0.46736,0.44177,0.43983,0.38,0.58,0.575,0.058,0.385
abtbuy,"(1,)",3.0,1.0,True,0.5,dice,11.06,0.46771,0.49163,0.47816,0.47323,0.42,0.58,0.575,0.058,0.415
abtbuy,"(1,)",3.0,1.0,True,1.0,dice,11.06,0.43717,0.47026,0.45171,0.44289,0.36,0.59,0.58,0.059,0.355
abtbuy,"(1,)",3.0,1.0,True,0.0,geo,11.27,0.45052,0.47911,0.45582,0.4534,0.39,0.59,0.585,0.059,0.395
abtbuy,"(1,)",3.0,1.0,True,0.5,geo,11.74,0.47024,0.49478,0.48464,0.47578,0.41,0.59,0.585,0.059,0.405
abtbuy,"(1,)",3.0,1.0,True,1.0,geo,11.16,0.43943,0.47317,0.45433,0.44518,0.35,0.6,0.59,0.06,0.345
abtbuy,"(1,)",4.0,1.0,False,0.0,dice,11.23,0.25354,0.28994,0.26754,0.25501,0.15,0.45,0.44,0.045,0.15
abtbuy,"(1,)",4.0,1.0,False,0.5,dice,11.79,0.27159,0.31632,0.2752,0.27474,0.19,0.49,0.48,0.049,0.195
abtbuy,"(1,)",4.0,1.0,False,1.0,dice,12.36,0.27259,0.29618,0.27453,0.27772,0.2,0.41,0.4,0.041,0.195
abtbuy,"(1,)",4.0,1.0,True,0.0,dice,13.77,0.40491,0.41738,0.41072,0.40757,0.36,0.48,0.475,0.048,0.365
abtbuy,"(1,)",4.0,1.0,True,0.5,dice,11.31,0.39106,0.41698,0.39472,0.39629,0.34,0.52,0.515,0.052,0.335
abtbuy,"(1,)",4.0,1.0,True,1.0,dice,11.34,0.33919,0.37697,0.34452,0.3445,0.26,0.52,0.515,0.052,0.255
abtbuy,"(1,)",4.0,1.0,True,0.0,geo,11.75,0.4039,0.41868,0.41246,0.40654,0.35,0.49,0.485,0.049,0.355
abtbuy,"(1,)",4.0,1.0,True,0.5,geo,11.26,0.39019,0.4215,0.39851,0.39539,0.33,0.54,0.535,0.054,0.325
abtbuy,"(1,)",4.0,1.0,True,1.0,geo,13.2,0.34469,0.38376,0.34996,0.34999,0.26,0.53,0.525,0.053,0.255
abtbuy,"(2,)",0.0,1.0,False,0.0,dice,0.76,0.65602,0.6958,0.6767,0.66667,0.57,0.84,0.83,0.085,0.555
abtbuy,"(2,)",0.0,1.0,False,0.5,dice,0.77,0.66931,0.70569,0.68273,0.68018,0.59,0.84,0.83,0.085,0.575
abtbuy,"(2,)",0.0,1.0,False,1.0,dice,0.71,0.67378,0.70849,0.68584,0.68204,0.6,0.84,0.83,0.085,0.595
abtbuy,"(2,)",0.0,1.0,True,0.0,dice,0.92,0.78189,0.81634,0.80827,0.79003,0.69,0.93,0.925,0.096,0.68
abtbuy,"(2,)",0.0,1.0,True,0.5,dice,0.74,0.78212,0.81499,0.8052,0.79102,0.7,0.93,0.92,0.095,0.69
abtbuy,"(2,)",0.0,1.0,True,1.0,dice,0.63,0.76985,0.80599,0.79434,0.77942,0.69,0.93,0.92,0.095,0.68
abtbuy,"(2,)",0.0,1.0,True,0.0,geo,0.7,0.80467,0.84128,0.82764,0.81302,0.72,0.96,0.955,0.099,0.71
abtbuy,"(2,)",0.0,1.0,True,0.5,geo,0.76,0.79708,0.83278,0.8149,0.80543,0.71,0.95,0.945,0.098,0.7
abtbuy,"(2,)",0.0,1.0,True,1.0,geo,0.85,0.78059,0.816,0.80134,0.7899,0.7,0.94,0.93,0.096,0.69
abtbuy,"(2,)",0.5,1.0,False,0.0,dice,0.75,0.74034,0.78318,0.76733,0.75014,0.66,0.93,0.92,0.095,0.645
abtbuy,"(2,)",0.5,1.0,False,0.5,dice,0.75,0.74406,0.78596,0.76839,0.75436,0.67,0.93,0.92,0.095,0.655
abtbuy,"(2,)",0.5,1.0,False,1.0,dice,0.68,0.7449,0.78178,0.75558,0.75366,0.67,0.91,0.905,0.094,0.665
abtbuy,"(2,)",0.5,1.0,True,0.0,dice,0.81,0.85493,0.88123,0.86013,0.86211,0.81,0.97,0.965,0.1,0.8
abtbuy,"(2,)",0.5,1.0,True,0.5,dice,0.79,0.8464,0.86655,0.85513,0.85379,0.8,0.94,0.935,0.097,0.79
abtbuy,"(2,)",0.5,1.0,True,1.0,dice,0.74,0.84261,0.86136,0.85297,0.85134,0.8,0.93,0.925,0.096,0.795
abtbuy,"(2,)",0.5,1.0,True,0.0,geo,0.78,0.87548,0.90238,0.88061,0.88342,0.84,0.99,0.985,0.102,0.835
abtbuy,"(2,)",0.5,1.0,True,0.5,geo,0.93,0.85724,0.88875,0.86093,0.8654,0.81,0.99,0.985,0.102,0.805
abtbuy,"(2,)",0.5,1.0,True,1.0,geo,0.82,0.838,0.86878,0.84759,0.8466,0.78,0.97,0.965,0.1,0.775
abtbuy,"(2,)",1.0,1.0,False,0.0,dice,0.74,0.82296,0.86,0.84855,0.83185,0.76,0.97,0.97,0.101,0.74
abtbuy,"(2,)",1.0,1.0,False,0.5,dice,0.68,0.82397,0.86048,0.84866,0.8313,0.76,0.97,0.97,0.101,0.745
abtbuy,"(2,)",1.0,1.0,False,1.0,dice,0.72,0.81307,0.85048,0.84376,0.81902,0.74,0.97,0.965,0.1,0.73
abtbuy,"(2,)",1.0,1.0,True,0.0,dice,0.7,0.87369,0.90273,0.87813,0.88307,0.84,0.99,0.99,0.103,0.825
abtbuy,"(2,)",1.0,1.0,True,0.5,dice,0.74,0.87273,0.90177,0.87813,0.88198,0.84,0.99,0.99,0.103,0.825
abtbuy,"(2,)",1.0,1.0,True,1.0,dice,0.71,0.86702,0.89154,0.86858,0.87661,0.84,0.97,0.97,0.101,0.825
abtbuy,"(2,)",1.0,1.0,True,0.0,geo,0.71,0.89626,0.92307,0.90412,0.9051,0.87,1.0,1.0,0.104,0.855
abtbuy,"(2,)",1.0,1.0,True,0.5,geo,0.67,0.88098,0.9111,0.88613,0.88982,0.85,1.0,1.0,0.104,0.835
abtbuy,"(2,)",1.0,1.0,True,1.0,geo,0.7,0.87712,0.90498,0.88369,0.88595,0.85,0.99,0.99,0.103,0.835
abtbuy,"(2,)",2.0,1.0,False,0.0,dice,0.93,0.91654,0.93744,0.92753,0.91954,0.88,1.0,1.0,0.104,0.875
abtbuy,"(2,)",2.0,1.0,False,0.5,dice,1.0,0.91426,0.93608,0.92629,0.91893,0.88,1.0,1.0,0.104,0.87
abtbuy,"(2,)",2.0,1.0,False,1.0,dice,0.84,0.87648,0.90532,0.89186,0.88198,0.81,0.99,0.99,0.103,0.8
abtbuy,"(2,)",2.0,1.0,True,0.0,dice,0.77,0.90025,0.92323,0.91652,0.90775,0.87,0.99,0.99,0.103,0.855
abtbuy,"(2,)",2.0,1.0,True,0.5,dice,0.8,0.89759,0.92096,0.91106,0.90475,0.87,0.99,0.99,0.103,0.855
abtbuy,"(2,)",2.0,1.0,True,1.0,dice,0.8,0.88267,0.906,0.88938,0.88817,0.85,0.98,0.98,0.102,0.84
abtbuy,"(2,)",2.0,1.0,True,0.0,geo,0.84,0.91417,0.9365,0.93361,0.91967,0.88,1.0,1.0,0.104,0.87
abtbuy,"(2,)",2.0,1.0,True,0.5,geo,0.74,0.90634,0.92763,0.9243,0.91184,0.87,0.99,0.99,0.103,0.86
abtbuy,"(2,)",2.0,1.0,True,1.0,geo,0.75,0.9,0.9225,0.91917,0.9055,0.87,0.99,0.99,0.103,0.86
abtbuy,"(2,)",3.0,1.0,False,0.0,dice,0.72,0.9325,0.94991,0.9406,0.93583,0.9,1.0,1.0,0.104,0.895
abtbuy,"(2,)",3.0,1.0,False,0.5,dice,0.7,0.90817,0.93216,0.92285,0.91317,0.86,1.0,1.0,0.104,0.85
abtbuy,"(2,)",3.0,1.0,False,1.0,dice,0.82,0.8895,0.91848,0.90917,0.89533,0.83,1.0,1.0,0.104,0.82
abtbuy,"(2,)",3.0,1.0,True,0.0,dice,0.72,0.89953,0.92297,0.91964,0.9062,0.86,0.99,0.99,0.103,0.845
abtbuy,"(2,)",3.0,1.0,True,0.5,dice,0.72,0.8943,0.9186,0.91544,0.8993,0.85,0.99,0.99,0.103,0.84
abtbuy,"(2,)",3.0,1.0,True,1.0,dice,0.71,0.8956,0.91633,0.913,0.9006,0.86,0.98,0.98,0.102,0.85
abtbuy,"(2,)",3.0,1.0,True,0.0,geo,0.79,0.91491,0.93403,0.93403,0.91958,0.88,0.99,0.99,0.103,0.87
abtbuy,"(2,)",3.0,1.0,True,0.5,geo,0.77,0.90691,0.92817,0.92817,0.91241,0.87,0.99,0.99,0.103,0.86
abtbuy,"(2,)",3.0,1.0,True,1.0,geo,0.94,0.89993,0.92281,0.91948,0.90543,0.86,0.99,0.99,0.103,0.85
abtbuy,"(2,)",4.0,1.0,False,0.0,dice,0.76,0.87994,0.91062,0.90232,0.88383,0.81,1.0,1.0,0.104,0.805
abtbuy,"(2,)",4.0,1.0,False,0.5,dice,1.12,0.87111,0.90433,0.89604,0.8775,0.81,1.0,1.0,0.104,0.8
abtbuy,"(2,)",4.0,1.0,False,1.0,dice,1.15,0.85113,0.88778,0.87258,0.85887,0.78,1.0,0.995,0.103,0.77
abtbuy,"(2,)",4.0,1.0,True,0.0,dice,1.07,0.88093,0.90887,0.89841,0.8861,0.83,0.99,0.99,0.103,0.825
abtbuy,"(2,)",4.0,1.0,True,0.5,dice,1.02,0.8735,0.90359,0.89702,0.88,0.82,0.99,0.99,0.103,0.815
abtbuy,"(2,)",4.0,1.0,True,1.0,dice,0.77,0.87283,0.90313,0.89667,0.88133,0.83,0.99,0.99,0.103,0.815
abtbuy,"(2,)",4.0,1.0,True,0.0,geo,0.73,0.87767,0.90659,0.90303,0.8815,0.81,0.99,0.99,0.103,0.805
abtbuy,"(2,)",4.0,1.0,True,0.5,geo,0.76,0.87667,0.90645,0.90427,0.88467,0.82,0.99,0.99,0.103,0.805
abtbuy,"(2,)",4.0,1.0,True,1.0,geo,0.82,0.87635,0.9059,0.89673,0.88459,0.83,0.99,0.99,0.103,0.815
abtbuy,"(1, 2)",0.0,1.0,False,0.0,dice,13.84,0.45367,0.47991,0.46546,0.46354,0.39,0.6,0.59,0.061,0.38
abtbuy,"(1, 2)",0.0,1.0,False,0.5,dice,13.71,0.4728,0.49202,0.4806,0.48269,0.41,0.59,0.58,0.06,0.4
abtbuy,"(1, 2)",0.0,1.0,False,1.0,dice,12.85,0.49957,0.51523,0.50393,0.50926,0.45,0.6,0.59,0.061,0.44
abtbuy,"(1, 2)",0.0,1.0,True,0.0,dice,11.92,0.765,0.78795,0.77186,0.76854,0.71,0.88,0.87,0.09,0.72
abtbuy,"(1, 2)",0.0,1.0,True,0.5,dice,11.91,0.77217,0.79482,0.77942,0.78134,0.73,0.88,0.87,0.09,0.72
abtbuy,"(1, 2)",0.0,1.0,True,1.0,dice,12.83,0.76768,0.78348,0.77249,0.77774,0.73,0.85,0.84,0.087,0.72
abtbuy,"(1, 2)",0.0,1.0,True,0.0,geo,15.65,0.78918,0.81976,0.80404,0.79493,0.73,0.93,0.92,0.095,0.73
abtbuy,"(1, 2)",0.0,1.0,True,0.5,geo,14.26,0.79051,0.8187,0.8026,0.79959,0.74,0.92,0.91,0.094,0.73
abtbuy,"(1, 2)",0.0,1.0,True,1.0,geo,11.78,0.79949,0.82307,0.80516,0.80992,0.76,0.91,0.9,0.093,0.755
abtbuy,"(1, 2)",0.0,2.0,False,0.0,dice,14.36,0.39558,0.40876,0.39779,0.40586,0.35,0.49,0.48,0.05,0.34
abtbuy,"(1, 2)",0.0,2.0,False,0.5,dice,14.04,0.40356,0.42576,0.39542,0.41355,0.36,0.53,0.52,0.054,0.35
abtbuy,"(1, 2)",0.0,2.0,False,1.0,dice,11.9,0.41607,0.44127,0.41498,0.42574,0.37,0.55,0.54,0.056,0.36
abtbuy,"(1, 2)",0.0,2.0,True,0.0,dice,11.63,0.7579,0.77639,0.76392,0.76132,0.71,0.85,0.84,0.087,0.715
abtbuy,"(1, 2)",0.0,2.0,True,0.5,dice,11.58,0.76719,0.78501,0.77418,0.77718,0.74,0.85,0.84,0.087,0.73
abtbuy,"(1, 2)",0.0,2.0,True,1.0,dice,11.75,0.75891,0.77399,0.76549,0.76915,0.73,0.83,0.82,0.085,0.72
abtbuy,"(1, 2)",0.0,2.0,True,0.0,geo,14.72,0.77551,0.8043,0.79221,0.77881,0.71,0.91,0.9,0.093,0.72
abtbuy,"(1, 2)",0.0,2.0,True,0.5,geo,12.39,0.78248,0.80499,0.79242,0.79162,0.74,0.89,0.88,0.091,0.73
abtbuy,"(1, 2)",0.0,2.0,True,1.0,geo,11.76,0.77638,0.79532,0.78692,0.78618,0.74,0.87,0.86,0.089,0.73
abtbuy,"(1, 2)",0.5,1.0,False,0.0,dice,11.77,0.67914,0.71594,0.69672,0.68974,0.61,0.85,0.84,0.086,0.595
abtbuy,"(1, 2)",0.5,1.0,False,0.5,dice,12.08,0.67997,0.71543,0.69416,0.69075,0.61,0.85,0.835,0.086,0.595
abtbuy,"(1, 2)",0.5,1.0,False,1.0,dice,11.92,0.67758,0.71385,0.69451,0.68764,0.59,0.85,0.835,0.086,0.59
abtbuy,"(1, 2)",0.5,1.0,True,0.0,dice,11.93,0.83012,0.84782,0.84262,0.8407,0.8,0.91,0.905,0.094,0.785
abtbuy,"(1, 2)",0.5,1.0,True,0.5,dice,13.84,0.82651,0.84514,0.83675,0.83732,0.8,0.91,0.905,0.094,0.785
abtbuy,"(1, 2)",0.5,1.0,True,1.0,dice,13.03,0.82793,0.84634,0.83483,0.83891,0.81,0.91,0.905,0.094,0.795
abtbuy,"(1, 2)",0.5,1.0,True,0.0,geo,12.93,0.8489,0.86871,0.85375,0.85968,0.82,0.94,0.935,0.097,0.805
abtbuy,"(1, 2)",0.5,1.0,True,0.5,geo,12.72,0.84726,0.86767,0.84927,0.85802,0.82,0.94,0.935,0.097,0.805
abtbuy,"(1, 2)",0.5,1.0,True,1.0,geo,12.54,0.84457,0.86286,0.85175,0.85547,0.82,0.93,0.925,0.096,0.805
abtbuy,"(1, 2)",0.5,2.0,False,0.0,dice,12.56,0.69496,0.72991,0.71346,0.70527,0.62,0.86,0.85,0.087,0.605
abtbuy,"(1, 2)",0.5,2.0,False,0.5,dice,12.28,0.70821,0.73888,0.7224,0.71897,0.64,0.86,0.845,0.087,0.625
abtbuy,"(1, 2)",0.5,2.0,False,1.0,dice,11.67,0.72028,0.75022,0.73198,0.73236,0.66,0.86,0.85,0.088,0.65
abtbuy,"(1, 2)",0.5,2.0,True,0.0,dice,12.28,0.81979,0.83815,0.83199,0.83055,0.79,0.9,0.895,0.093,0.775
abtbuy,"(1, 2)",0.5,2.0,True,0.5,dice,12.2,0.82138,0.83955,0.83148,0.8327,0.8,0.9,0.895,0.093,0.785
abtbuy,"(1, 2)",0.5,2.0,True,1.0,dice,11.6,0.8125,0.83162,0.82342,0.82467,0.79,0.9,0.89,0.092,0.775
abtbuy,"(1, 2)",0.5,2.0,True,0.0,geo,11.58,0.83128,0.84774,0.83936,0.84258,0.8,0.91,0.905,0.094,0.785
abtbuy,"(1, 2)",0.5,2.0,True,0.5,geo,11.69,0.83596,0.85187,0.84349,0.84724,0.81,0.91,0.905,0.094,0.795
abtbuy,"(1, 2)",0.5,2.0,True,1.0,geo,11.94,0.83427,0.85066,0.8408,0.84626,0.82,0.91,0.905,0.094,0.805
abtbuy,"(1, 2)",1.0,1.0,False,0.0,dice,12.05,0.79007,0.82542,0.81596,0.79903,0.72,0.94,0.935,0.097,0.71
abtbuy,"(1, 2)",1.0,1.0,False,0.5,dice,11.98,0.80455,0.83566,0.8226,0.81238,0.75,0.94,0.935,0.097,0.735
abtbuy,"(1, 2)",1.0,1.0,False,1.0,dice,11.8,0.79264,0.82937,0.81391,0.80056,0.73,0.95,0.945,0.098,0.715
abtbuy,"(1, 2)",1.0,1.0,True,0.0,dice,11.97,0.85066,0.86505,0.85903,0.86033,0.83,0.92,0.915,0.095,0.815
abtbuy,"(1, 2)",1.0,1.0,True,0.5,dice,11.97,0.85376,0.8646,0.86159,0.86341,0.84,0.91,0.905,0.094,0.825
abtbuy,"(1, 2)",1.0,1.0,True,1.0,dice,12.03,0.84287,0.85702,0.84525,0.85378,0.83,0.91,0.905,0.094,0.815
abtbuy,"(1, 2)",1.0,1.0,True,0.0,geo,11.7,0.86403,0.8877,0.86507,0.87382,0.84,0.97,0.965,0.1,0.825
abtbuy,"(1, 2)",1.0,1.0,True,0.5,geo,11.97,0.85907,0.87963,0.86176,0.86857,0.84,0.95,0.95,0.099,0.825
abtbuy,"(1, 2)",1.0,1.0,True,1.0,geo,11.96,0.85103,0.87108,0.84919,0.86127,0.83,0.94,0.94,0.098,0.815
abtbuy,"(1, 2)",1.0,2.0,False,0.0,dice,11.61,0.81999,0.85211,0.84337,0.82888,0.76,0.95,0.95,0.099,0.74
abtbuy,"(1, 2)",1.0,2.0,False,0.5,dice,11.56,0.81945,0.85395,0.83848,0.82679,0.76,0.96,0.96,0.1,0.745
abtbuy,"(1, 2)",1.0,2.0,False,1.0,dice,13.46,0.80409,0.84413,0.82722,0.81186,0.73,0.97,0.965,0.1,0.715
abtbuy,"(1, 2)",1.0,2.0,True,0.0,dice,11.51,0.82014,0.8371,0.82007,0.82788,0.79,0.9,0.895,0.093,0.785
abtbuy,"(1, 2)",1.0,2.0,True,0.5,dice,11.54,0.82637,0.84299,0.82725,0.83764,0.81,0.9,0.895,0.093,0.795
abtbuy,"(1, 2)",1.0,2.0,True,1.0,dice,11.94,0.81307,0.83187,0.81663,0.8258,0.79,0.9,0.89,0.092,0.775
abtbuy,"(1, 2)",1.0,2.0,True,0.0,geo,16.46,0.83104,0.85186,0.8315,0.83851,0.8,0.93,0.925,0.096,0.795
abtbuy,"(1, 2)",1.0,2.0,True,0.5,geo,12.42,0.83489,0.85569,0.83119,0.84593,0.81,0.93,0.925,0.096,0.795
abtbuy,"(1, 2)",1.0,2.0,True,1.0,geo,11.52,0.82671,0.84064,0.8275,0.83898,0.8,0.91,0.895,0.092,0.785
abtbuy,"(1, 2)",2.0,1.0,False,0.0,dice,11.34,0.9101,0.9325,0.92271,0.9131,0.87,1.0,1.0,0.104,0.865
abtbuy,"(1, 2)",2.0,1.0,False,0.5,dice,11.95,0.9107,0.93044,0.91998,0.91536,0.88,0.99,0.99,0.103,0.87
abtbuy,"(1, 2)",2.0,1.0,False,1.0,dice,11.94,0.87343,0.90313,0.88748,0.87926,0.81,0.99,0.99,0.103,0.8
abtbuy,"(1, 2)",2.0,1.0,True,0.0,dice,11.84,0.78035,0.8026,0.78543,0.79027,0.75,0.89,0.88,0.091,0.735
abtbuy,"(1, 2)",2.0,1.0,True,0.5,dice,11.82,0.77724,0.80277,0.77295,0.78752,0.75,0.9,0.89,0.092,0.735
abtbuy,"(1, 2)",2.0,1.0,True,1.0,dice,14.7,0.77862,0.80167,0.77743,0.79082,0.75,0.89,0.88,0.091,0.74
abtbuy,"(1, 2)",2.0,1.0,True,0.0,geo,12.87,0.81009,0.83486,0.81412,0.81635,0.78,0.93,0.925,0.096,0.765
abtbuy,"(1, 2)",2.0,1.0,True,0.5,geo,12.41,0.80379,0.82483,0.80824,0.81121,0.77,0.91,0.905,0.094,0.755
abtbuy,"(1, 2)",2.0,1.0,True,1.0,geo,12.68,0.80374,0.82363,0.80747,0.81192,0.77,0.91,0.9,0.093,0.765
abtbuy,"(1, 2)",2.0,2.0,False,0.0,dice,12.47,0.91654,0.93744,0.92753,0.91954,0.88,1.0,1.0,0.104,0.875
abtbuy,"(1, 2)",2.0,2.0,False,0.5,dice,12.32,0.91426,0.93608,0.92629,0.91893,0.88,1.0,1.0,0.104,0.87
abtbuy,"(1, 2)",2.0,2.0,False,1.0,dice,11.97,0.87648,0.90532,0.89186,0.88198,0.81,0.99,0.99,0.103,0.8
abtbuy,"(1, 2)",2.0,2.0,True,0.0,dice,12.1,0.73839,0.75461,0.73937,0.74924,0.71,0.82,0.81,0.083,0.705
abtbuy,"(1, 2)",2.0,2.0,True,0.5,dice,12.56,0.74595,0.76168,0.74296,0.75848,0.73,0.83,0.815,0.084,0.715
abtbuy,"(1, 2)",2.0,2.0,True,1.0,dice,14.66,0.73071,0.74772,0.7362,0.74346,0.7,0.82,0.805,0.083,0.685
abtbuy,"(1, 2)",2.0,2.0,True,0.0,geo,16.27,0.76998,0.78727,0.77448,0.77964,0.74,0.86,0.85,0.087,0.735
abtbuy,"(1, 2)",2.0,2.0,True,0.5,geo,28.05,0.76712,0.78588,0.77245,0.77877,0.74,0.86,0.85,0.088,0.725
abtbuy,"(1, 2)",2.0,2.0,True,1.0,geo,26.84,0.7584,0.77645,0.75127,0.76979,0.73,0.85,0.84,0.087,0.715
abtbuy,"(1, 2)",3.0,1.0,False,0.0,dice,24.65,0.92583,0.94491,0.9356,0.92917,0.89,1.0,1.0,0.104,0.885
abtbuy,"(1, 2)",3.0,1.0,False,0.5,dice,23.79,0.91293,0.93571,0.92654,0.91817,0.87,1.0,1.0,0.104,0.86
abtbuy,"(1, 2)",3.0,1.0,False,1.0,dice,18.53,0.88883,0.91807,0.90917,0.89533,0.83,1.0,1.0,0.104,0.82
abtbuy,"(1, 2)",3.0,1.0,True,0.0,dice,15.08,0.73299,0.74688,0.73732,0.74722,0.71,0.81,0.795,0.081,0.695
abtbuy,"(1, 2)",3.0,1.0,True,0.5,dice,14.23,0.73091,0.74383,0.73594,0.74458,0.71,0.8,0.79,0.081,0.695
abtbuy,"(1, 2)",3.0,1.0,True,1.0,dice,12.31,0.70136,0.722,0.71373,0.71464,0.66,0.8,0.79,0.081,0.645
abtbuy,"(1, 2)",3.0,1.0,True,0.0,geo,12.48,0.76473,0.77941,0.75794,0.77647,0.74,0.84,0.835,0.086,0.725
