task,n,idf_exponent,dim,normalize,position_weight,denominator,eval_sec,map,ndcg@10,ndcg@5,mrr,hit@1,hit@10,recall@10,p@10,rprec
typo,"(1,)",1.0,1.0,True,0.0,dice,3.22,0.70909,0.74799,0.72595,0.70909,0.60996,0.88382,0.88382,0.08838,0.60996
typo,"(1,)",1.0,1.0,True,0.5,dice,3.17,0.81945,0.84427,0.83605,0.81945,0.74274,0.92946,0.92946,0.09295,0.74274
typo,"(1,)",1.0,1.0,True,1.0,dice,3.17,0.87104,0.89476,0.88233,0.87104,0.81328,0.97095,0.97095,0.0971,0.81328
typo,"(1,)",1.0,1.0,True,0.0,geo,3.18,0.71842,0.75619,0.73878,0.71842,0.62241,0.88797,0.88797,0.0888,0.62241
typo,"(1,)",1.0,1.0,True,0.5,geo,3.23,0.82049,0.84609,0.83771,0.82049,0.75104,0.93361,0.93361,0.09336,0.75104
typo,"(1,)",1.0,1.0,True,1.0,geo,3.24,0.87324,0.89778,0.88823,0.87324,0.81328,0.9751,0.9751,0.09751,0.81328
typo,"(1,)",2.0,1.0,False,0.0,dice,3.15,0.33615,0.37128,0.34231,0.33615,0.25311,0.50622,0.50622,0.05062,0.25311
typo,"(1,)",2.0,1.0,False,0.5,dice,3.41,0.5088,0.5289,0.51544,0.5088,0.44398,0.61411,0.61411,0.06141,0.44398
typo,"(1,)",2.0,1.0,False,1.0,dice,3.25,0.55114,0.57389,0.56021,0.55114,0.49378,0.6639,0.6639,0.06639,0.49378
typo,"(1,)",2.0,1.0,True,0.0,dice,3.8,0.54035,0.57027,0.55445,0.54035,0.46473,0.68465,0.68465,0.06846,0.46473
typo,"(1,)",2.0,1.0,True,0.5,dice,3.25,0.63582,0.6647,0.6455,0.63582,0.56846,0.76763,0.76763,0.07676,0.56846
typo,"(1,)",2.0,1.0,True,1.0,dice,3.31,0.68374,0.71112,0.7021,0.68374,0.61411,0.80498,0.80498,0.0805,0.61411
typo,"(1,)",2.0,1.0,True,0.0,geo,3.56,0.54564,0.57492,0.55757,0.54564,0.46888,0.6888,0.6888,0.06888,0.46888
typo,"(1,)",2.0,1.0,True,0.5,geo,4.0,0.64835,0.67806,0.66033,0.64835,0.58091,0.78423,0.78423,0.07842,0.58091
typo,"(1,)",2.0,1.0,True,1.0,geo,3.61,0.69296,0.72216,0.71028,0.69296,0.61826,0.82158,0.82158,0.08216,0.61826
typo,"(1,)",3.0,1.0,False,0.0,dice,3.35,0.31087,0.34417,0.31396,0.31087,0.23651,0.47303,0.47303,0.0473,0.23651
typo,"(1,)",3.0,1.0,False,0.5,dice,3.46,0.48258,0.50267,0.49094,0.48258,0.41909,0.58506,0.58506,0.05851,0.41909
typo,"(1,)",3.0,1.0,False,1.0,dice,3.22,0.50703,0.53033,0.51335,0.50703,0.44813,0.62241,0.62241,0.06224,0.44813
typo,"(1,)",3.0,1.0,True,0.0,dice,3.25,0.47479,0.49519,0.48131,0.47479,0.41079,0.58091,0.58091,0.05809,0.41079
typo,"(1,)",3.0,1.0,True,0.5,dice,3.3,0.55358,0.57672,0.56033,0.55358,0.49378,0.6639,0.6639,0.06639,0.49378
typo,"(1,)",3.0,1.0,True,1.0,dice,3.3,0.57318,0.60267,0.59042,0.57318,0.50622,0.70539,0.70539,0.07054,0.50622
typo,"(1,)",3.0,1.0,True,0.0,geo,3.26,0.47647,0.49737,0.48364,0.47647,0.41079,0.58506,0.58506,0.05851,0.41079
typo,"(1,)",3.0,1.0,True,0.5,geo,3.36,0.55959,0.58214,0.57134,0.55959,0.49793,0.66805,0.66805,0.0668,0.49793
typo,"(1,)",3.0,1.0,True,1.0,geo,3.32,0.58164,0.6113,0.60173,0.58164,0.51037,0.71369,0.71369,0.07137,0.51037
typo,"(1,)",4.0,1.0,False,0.0,dice,3.22,0.29836,0.3305,0.30483,0.29836,0.22407,0.45643,0.45643,0.04564,0.22407
typo,"(1,)",4.0,1.0,False,0.5,dice,3.26,0.46288,0.48383,0.47343,0.46288,0.40249,0.56846,0.56846,0.05685,0.40249
typo,"(1,)",4.0,1.0,False,1.0,dice,3.32,0.48374,0.50449,0.48695,0.48374,0.42739,0.58921,0.58921,0.05892,0.42739
typo,"(1,)",4.0,1.0,True,0.0,dice,3.34,0.45287,0.47233,0.45977,0.45287,0.39834,0.54772,0.54772,0.05477,0.39834
typo,"(1,)",4.0,1.0,True,0.5,dice,3.77,0.50302,0.52363,0.51318,0.50302,0.44813,0.60581,0.60581,0.06058,0.44813
typo,"(1,)",4.0,1.0,True,1.0,dice,3.37,0.52037,0.54101,0.5289,0.52037,0.46058,0.62656,0.62656,0.06266,0.46058
typo,"(1,)",4.0,1.0,True,0.0,geo,3.48,0.45383,0.47284,0.46005,0.45383,0.39834,0.54772,0.54772,0.05477,0.39834
typo,"(1,)",4.0,1.0,True,0.5,geo,3.42,0.50741,0.52882,0.51679,0.50741,0.45228,0.61411,0.61411,0.06141,0.45228
typo,"(1,)",4.0,1.0,True,1.0,geo,3.34,0.52399,0.54816,0.53359,0.52399,0.46058,0.64315,0.64315,0.06432,0.46058
typo,"(2,)",0.0,1.0,False,0.0,dice,0.24,0.8109,0.83463,0.82623,0.8109,0.75104,0.91701,0.91701,0.0917,0.75104
typo,"(2,)",0.0,1.0,False,0.5,dice,0.27,0.87708,0.89642,0.8867,0.87708,0.82988,0.95851,0.95851,0.09585,0.82988
typo,"(2,)",0.0,1.0,False,1.0,dice,0.3,0.87708,0.89642,0.8867,0.87708,0.82988,0.95851,0.95851,0.09585,0.82988
typo,"(2,)",0.0,1.0,True,0.0,dice,0.3,0.88762,0.90751,0.90057,0.88762,0.83817,0.97095,0.97095,0.0971,0.83817
typo,"(2,)",0.0,1.0,True,0.5,dice,0.29,0.893,0.91163,0.90739,0.893,0.84647,0.97095,0.97095,0.0971,0.84647
typo,"(2,)",0.0,1.0,True,1.0,dice,0.32,0.894,0.91245,0.90811,0.894,0.84647,0.97095,0.97095,0.0971,0.84647
typo,"(2,)",0.0,1.0,True,0.0,geo,0.36,0.88724,0.9072,0.89896,0.88724,0.83817,0.97095,0.97095,0.0971,0.83817
typo,"(2,)",0.0,1.0,True,0.5,geo,0.32,0.89293,0.9116,0.90578,0.89293,0.84647,0.97095,0.97095,0.0971,0.84647
typo,"(2,)",0.0,1.0,True,1.0,geo,0.32,0.89378,0.91227,0.90793,0.89378,0.84647,0.97095,0.97095,0.0971,0.84647
typo,"(2,)",0.5,1.0,False,0.0,dice,0.21,0.83101,0.85569,0.84617,0.83101,0.77178,0.93776,0.93776,0.09378,0.77178
typo,"(2,)",0.5,1.0,False,0.5,dice,0.22,0.8577,0.88191,0.87278,0.8577,0.79668,0.95851,0.95851,0.09585,0.79668
typo,"(2,)",0.5,1.0,False,1.0,dice,0.2,0.86624,0.88829,0.87893,0.86624,0.80913,0.95851,0.95851,0.09585,0.80913
typo,"(2,)",0.5,1.0,True,0.0,dice,0.21,0.89986,0.91673,0.91029,0.89986,0.85892,0.97095,0.97095,0.0971,0.85892
typo,"(2,)",0.5,1.0,True,0.5,dice,0.21,0.90331,0.91939,0.91266,0.90331,0.86307,0.97095,0.97095,0.0971,0.86307
typo,"(2,)",0.5,1.0,True,1.0,dice,0.23,0.90234,0.91992,0.91167,0.90234,0.85892,0.9751,0.9751,0.09751,0.85892
typo,"(2,)",0.5,1.0,True,0.0,geo,0.21,0.89643,0.91416,0.90768,0.89643,0.85477,0.97095,0.97095,0.0971,0.85477
typo,"(2,)",0.5,1.0,True,0.5,geo,0.28,0.90051,0.91731,0.91058,0.90051,0.85892,0.97095,0.97095,0.0971,0.85892
typo,"(2,)",0.5,1.0,True,1.0,geo,0.32,0.9037,0.91976,0.91266,0.9037,0.86307,0.97095,0.97095,0.0971,0.86307
typo,"(2,)",1.0,1.0,False,0.0,dice,0.33,0.82605,0.85083,0.84148,0.82605,0.76763,0.93361,0.93361,0.09336,0.76763
typo,"(2,)",1.0,1.0,False,0.5,dice,0.33,0.84239,0.86708,0.86059,0.84239,0.77593,0.94606,0.94606,0.09461,0.77593
typo,"(2,)",1.0,1.0,False,1.0,dice,0.33,0.85393,0.87682,0.87035,0.85393,0.79253,0.95021,0.95021,0.09502,0.79253
typo,"(2,)",1.0,1.0,True,0.0,dice,0.37,0.89071,0.90533,0.90247,0.89071,0.84647,0.95436,0.95436,0.09544,0.84647
typo,"(2,)",1.0,1.0,True,0.5,dice,0.41,0.89702,0.91123,0.90851,0.89702,0.85477,0.95851,0.95851,0.09585,0.85477
typo,"(2,)",1.0,1.0,True,1.0,dice,0.37,0.90388,0.91997,0.91349,0.90388,0.86307,0.97095,0.97095,0.0971,0.86307
typo,"(2,)",1.0,1.0,True,0.0,geo,0.41,0.88757,0.90395,0.90003,0.88757,0.84232,0.95851,0.95851,0.09585,0.84232
typo,"(2,)",1.0,1.0,True,0.5,geo,0.42,0.90071,0.91503,0.9111,0.90071,0.86307,0.96266,0.96266,0.09627,0.86307
typo,"(2,)",1.0,1.0,True,1.0,geo,0.38,0.90584,0.92255,0.91473,0.90584,0.86722,0.9751,0.9751,0.09751,0.86722
typo,"(2,)",2.0,1.0,False,0.0,dice,0.28,0.70881,0.75119,0.73633,0.70881,0.60166,0.89212,0.89212,0.08921,0.60166
typo,"(2,)",2.0,1.0,False,0.5,dice,0.29,0.74055,0.7778,0.76816,0.74055,0.63485,0.90041,0.90041,0.09004,0.63485
typo,"(2,)",2.0,1.0,False,1.0,dice,0.29,0.75533,0.79104,0.77994,0.75533,0.65145,0.90871,0.90871,0.09087,0.65145
typo,"(2,)",2.0,1.0,True,0.0,dice,0.33,0.81177,0.84126,0.82904,0.81177,0.73859,0.93776,0.93776,0.09378,0.73859
typo,"(2,)",2.0,1.0,True,0.5,dice,0.31,0.82797,0.85472,0.84531,0.82797,0.75934,0.94191,0.94191,0.09419,0.75934
typo,"(2,)",2.0,1.0,True,1.0,dice,0.31,0.8353,0.8617,0.85495,0.8353,0.76349,0.94606,0.94606,0.09461,0.76349
typo,"(2,)",2.0,1.0,True,0.0,geo,0.32,0.80814,0.83851,0.82477,0.80814,0.73029,0.93776,0.93776,0.09378,0.73029
typo,"(2,)",2.0,1.0,True,0.5,geo,0.31,0.82435,0.85183,0.83927,0.82435,0.75519,0.94191,0.94191,0.09419,0.75519
typo,"(2,)",2.0,1.0,True,1.0,geo,0.31,0.83689,0.86245,0.85247,0.83689,0.77593,0.94606,0.94606,0.09461,0.77593
typo,"(2,)",3.0,1.0,False,0.0,dice,0.27,0.55974,0.60179,0.57877,0.55974,0.45228,0.76349,0.76349,0.07635,0.45228
typo,"(2,)",3.0,1.0,False,0.5,dice,0.25,0.5816,0.62476,0.60272,0.5816,0.46473,0.78423,0.78423,0.07842,0.46473
typo,"(2,)",3.0,1.0,False,1.0,dice,0.25,0.59577,0.63712,0.61562,0.59577,0.48548,0.79253,0.79253,0.07925,0.48548
typo,"(2,)",3.0,1.0,True,0.0,dice,0.25,0.63538,0.67703,0.65808,0.63538,0.53112,0.82988,0.82988,0.08299,0.53112
typo,"(2,)",3.0,1.0,True,0.5,dice,0.27,0.65011,0.69422,0.67805,0.65011,0.53942,0.85062,0.85062,0.08506,0.53942
typo,"(2,)",3.0,1.0,True,1.0,dice,0.28,0.66601,0.70785,0.69538,0.66601,0.54772,0.85477,0.85477,0.08548,0.54772
typo,"(2,)",3.0,1.0,True,0.0,geo,0.34,0.65903,0.70089,0.68242,0.65903,0.55602,0.85062,0.85062,0.08506,0.55602
typo,"(2,)",3.0,1.0,True,0.5,geo,0.36,0.66972,0.71399,0.6978,0.66972,0.55602,0.86722,0.86722,0.08672,0.55602
typo,"(2,)",3.0,1.0,True,1.0,geo,0.33,0.69618,0.73995,0.72141,0.69618,0.58921,0.88797,0.88797,0.0888,0.58921
typo,"(2,)",4.0,1.0,False,0.0,dice,0.26,0.49155,0.52786,0.50001,0.49155,0.39834,0.6805,0.6805,0.06805,0.39834
typo,"(2,)",4.0,1.0,False,0.5,dice,0.27,0.51113,0.54639,0.52369,0.51113,0.41079,0.69295,0.69295,0.06929,0.41079
typo,"(2,)",4.0,1.0,False,1.0,dice,0.25,0.52064,0.5587,0.53232,0.52064,0.41909,0.71369,0.71369,0.07137,0.41909
typo,"(2,)",4.0,1.0,True,0.0,dice,0.29,0.53596,0.57017,0.54892,0.53596,0.43983,0.71369,0.71369,0.07137,0.43983
typo,"(2,)",4.0,1.0,True,0.5,dice,0.28,0.54965,0.58452,0.56484,0.54965,0.45228,0.73029,0.73029,0.07303,0.45228
typo,"(2,)",4.0,1.0,True,1.0,dice,0.26,0.55433,0.59331,0.56836,0.55433,0.45228,0.75104,0.75104,0.0751,0.45228
typo,"(2,)",4.0,1.0,True,0.0,geo,0.3,0.53748,0.57752,0.547,0.53748,0.43154,0.73859,0.73859,0.07386,0.43154
typo,"(2,)",4.0,1.0,True,0.5,geo,0.32,0.55169,0.59609,0.56194,0.55169,0.44813,0.76763,0.76763,0.07676,0.44813
typo,"(2,)",4.0,1.0,True,1.0,geo,0.32,0.55725,0.60463,0.56852,0.55725,0.44813,0.78423,0.78423,0.07842,0.44813
typo,"(1, 2)",0.0,1.0,False,0.0,dice,4.87,0.83915,0.86141,0.85182,0.83915,0.78838,0.93776,0.93776,0.09378,0.78838
typo,"(1, 2)",0.0,1.0,False,0.5,dice,4.93,0.88313,0.90202,0.89505,0.88313,0.83817,0.96266,0.96266,0.09627,0.83817
typo,"(1, 2)",0.0,1.0,False,1.0,dice,5.51,0.88685,0.90482,0.89785,0.88685,0.84232,0.96266,0.96266,0.09627,0.84232
typo,"(1, 2)",0.0,1.0,True,0.0,dice,5.34,0.94723,0.95691,0.95405,0.94723,0.92116,0.98755,0.98755,0.09876,0.92116
typo,"(1, 2)",0.0,1.0,True,0.5,dice,5.27,0.95618,0.96362,0.96215,0.95618,0.93776,0.98755,0.98755,0.09876,0.93776
typo,"(1, 2)",0.0,1.0,True,1.0,dice,5.04,0.95647,0.96389,0.96251,0.95647,0.93776,0.98755,0.98755,0.09876,0.93776
typo,"(1, 2)",0.0,1.0,True,0.0,geo,5.91,0.94825,0.95783,0.95506,0.94825,0.92116,0.98755,0.98755,0.09876,0.92116
typo,"(1, 2)",0.0,1.0,True,0.5,geo,5.87,0.95692,0.96427,0.9628,0.95692,0.93776,0.98755,0.98755,0.09876,0.93776
typo,"(1, 2)",0.0,1.0,True,1.0,geo,6.01,0.95661,0.964,0.96261,0.95661,0.93776,0.98755,0.98755,0.09876,0.93776
typo,"(1, 2)",0.0,2.0,False,0.0,dice,4.58,0.82336,0.84607,0.83526,0.82336,0.77178,0.92531,0.92531,0.09253,0.77178
typo,"(1, 2)",0.0,2.0,False,0.5,dice,5.18,0.87314,0.89168,0.88202,0.87314,0.82988,0.95436,0.95436,0.09544,0.82988
typo,"(1, 2)",0.0,2.0,False,1.0,dice,4.98,0.88311,0.90187,0.89522,0.88311,0.83402,0.96266,0.96266,0.09627,0.83402
typo,"(1, 2)",0.0,2.0,True,0.0,dice,4.51,0.94441,0.95473,0.95335,0.94441,0.91286,0.98755,0.98755,0.09876,0.91286
typo,"(1, 2)",0.0,2.0,True,0.5,dice,4.47,0.96148,0.96878,0.96592,0.96148,0.94191,0.9917,0.9917,0.09917,0.94191
typo,"(1, 2)",0.0,2.0,True,1.0,dice,4.4,0.95899,0.96705,0.9641,0.95899,0.93776,0.9917,0.9917,0.09917,0.93776
typo,"(1, 2)",0.0,2.0,True,0.0,geo,4.61,0.94567,0.95572,0.95434,0.94567,0.91701,0.98755,0.98755,0.09876,0.91701
typo,"(1, 2)",0.0,2.0,True,0.5,geo,4.45,0.95642,0.9651,0.96231,0.95642,0.93361,0.9917,0.9917,0.09917,0.93361
typo,"(1, 2)",0.0,2.0,True,1.0,geo,4.37,0.95819,0.96641,0.96355,0.95819,0.93776,0.9917,0.9917,0.09917,0.93776
typo,"(1, 2)",0.5,1.0,False,0.0,dice,5.25,0.84541,0.86736,0.86072,0.84541,0.78423,0.94191,0.94191,0.09419,0.78423
typo,"(1, 2)",0.5,1.0,False,0.5,dice,4.46,0.88216,0.90109,0.89307,0.88216,0.83402,0.96266,0.96266,0.09627,0.83402
typo,"(1, 2)",0.5,1.0,False,1.0,dice,4.4,0.89379,0.91218,0.90283,0.89379,0.85062,0.97095,0.97095,0.0971,0.85062
typo,"(1, 2)",0.5,1.0,True,0.0,dice,4.48,0.95139,0.95898,0.9575,0.95139,0.92531,0.9834,0.9834,0.09834,0.92531
typo,"(1, 2)",0.5,1.0,True,0.5,dice,4.43,0.95579,0.96342,0.96217,0.95579,0.93361,0.98755,0.98755,0.09876,0.93361
typo,"(1, 2)",0.5,1.0,True,1.0,dice,4.48,0.95768,0.96479,0.9621,0.95768,0.93776,0.98755,0.98755,0.09876,0.93776
typo,"(1, 2)",0.5,1.0,True,0.0,geo,4.56,0.94862,0.95801,0.95543,0.94862,0.92116,0.98755,0.98755,0.09876,0.92116
typo,"(1, 2)",0.5,1.0,True,0.5,geo,4.57,0.95103,0.95987,0.95856,0.95103,0.92531,0.98755,0.98755,0.09876,0.92531
typo,"(1, 2)",0.5,1.0,True,1.0,geo,4.58,0.95488,0.9627,0.95984,0.95488,0.93361,0.98755,0.98755,0.09876,0.93361
typo,"(1, 2)",0.5,2.0,False,0.0,dice,4.88,0.84523,0.86602,0.86206,0.84523,0.78008,0.93776,0.93776,0.09378,0.78008
typo,"(1, 2)",0.5,2.0,False,0.5,dice,4.97,0.88411,0.90247,0.89574,0.88411,0.83817,0.96266,0.96266,0.09627,0.83817
typo,"(1, 2)",0.5,2.0,False,1.0,dice,4.6,0.89796,0.91525,0.90589,0.89796,0.85892,0.97095,0.97095,0.0971,0.85892
typo,"(1, 2)",0.5,2.0,True,0.0,dice,4.68,0.94628,0.95649,0.95649,0.94628,0.91701,0.98755,0.98755,0.09876,0.91701
typo,"(1, 2)",0.5,2.0,True,0.5,dice,3.57,0.95721,0.96471,0.96471,0.95721,0.93361,0.98755,0.98755,0.09876,0.93361
typo,"(1, 2)",0.5,2.0,True,1.0,dice,3.96,0.96455,0.97121,0.96853,0.96455,0.94606,0.9917,0.9917,0.09917,0.94606
typo,"(1, 2)",0.5,2.0,True,0.0,geo,4.68,0.94342,0.95438,0.95438,0.94342,0.91286,0.98755,0.98755,0.09876,0.91286
typo,"(1, 2)",0.5,2.0,True,0.5,geo,5.28,0.95203,0.96082,0.96082,0.95203,0.92531,0.98755,0.98755,0.09876,0.92531
typo,"(1, 2)",0.5,2.0,True,1.0,geo,5.28,0.96025,0.96672,0.96534,0.96025,0.94191,0.98755,0.98755,0.09876,0.94191
typo,"(1, 2)",1.0,1.0,False,0.0,dice,3.84,0.84451,0.86339,0.85667,0.84451,0.78838,0.92946,0.92946,0.09295,0.78838
typo,"(1, 2)",1.0,1.0,False,0.5,dice,3.62,0.86051,0.88271,0.87387,0.86051,0.80083,0.95436,0.95436,0.09544,0.80083
typo,"(1, 2)",1.0,1.0,False,1.0,dice,4.56,0.87573,0.89544,0.88757,0.87573,0.82573,0.95851,0.95851,0.09585,0.82573
typo,"(1, 2)",1.0,1.0,True,0.0,dice,4.36,0.93788,0.94766,0.94211,0.93788,0.91286,0.97925,0.97925,0.09793,0.91286
typo,"(1, 2)",1.0,1.0,True,0.5,dice,4.14,0.93998,0.94928,0.94658,0.93998,0.91286,0.97925,0.97925,0.09793,0.91286
typo,"(1, 2)",1.0,1.0,True,1.0,dice,4.31,0.94333,0.95175,0.94913,0.94333,0.91701,0.97925,0.97925,0.09793,0.91701
typo,"(1, 2)",1.0,1.0,True,0.0,geo,5.07,0.93741,0.94724,0.94182,0.93741,0.91286,0.97925,0.97925,0.09793,0.91286
typo,"(1, 2)",1.0,1.0,True,0.5,geo,4.81,0.94391,0.95221,0.94965,0.94391,0.92116,0.97925,0.97925,0.09793,0.92116
typo,"(1, 2)",1.0,1.0,True,1.0,geo,4.75,0.94529,0.95316,0.95066,0.94529,0.92116,0.97925,0.97925,0.09793,0.92116
typo,"(1, 2)",1.0,2.0,False,0.0,dice,4.53,0.84064,0.86048,0.85672,0.84064,0.78423,0.92946,0.92946,0.09295,0.78423
typo,"(1, 2)",1.0,2.0,False,0.5,dice,4.59,0.86172,0.88377,0.87632,0.86172,0.80498,0.95436,0.95436,0.09544,0.80498
typo,"(1, 2)",1.0,2.0,False,1.0,dice,4.83,0.86857,0.89011,0.88093,0.86857,0.81328,0.95851,0.95851,0.09585,0.81328
typo,"(1, 2)",1.0,2.0,True,0.0,dice,4.58,0.91547,0.92934,0.92111,0.91547,0.88382,0.9751,0.9751,0.09751,0.88382
typo,"(1, 2)",1.0,2.0,True,0.5,dice,4.37,0.93317,0.9456,0.94274,0.93317,0.90456,0.9834,0.9834,0.09834,0.90456
typo,"(1, 2)",1.0,2.0,True,1.0,dice,4.48,0.93424,0.94651,0.94513,0.93424,0.90041,0.9834,0.9834,0.09834,0.90041
typo,"(1, 2)",1.0,2.0,True,0.0,geo,6.22,0.91725,0.93078,0.92409,0.91725,0.88382,0.9751,0.9751,0.09751,0.88382
typo,"(1, 2)",1.0,2.0,True,0.5,geo,5.58,0.93807,0.94939,0.94808,0.93807,0.90871,0.9834,0.9834,0.09834,0.90871
typo,"(1, 2)",1.0,2.0,True,1.0,geo,5.06,0.93884,0.94999,0.94713,0.93884,0.90871,0.9834,0.9834,0.09834,0.90871
typo,"(1, 2)",2.0,1.0,False,0.0,dice,4.91,0.72335,0.75924,0.74444,0.72335,0.62656,0.88382,0.88382,0.08838,0.62656
typo,"(1, 2)",2.0,1.0,False,0.5,dice,5.33,0.75937,0.79282,0.78363,0.75937,0.6639,0.90456,0.90456,0.09046,0.6639
typo,"(1, 2)",2.0,1.0,False,1.0,dice,5.64,0.77391,0.80841,0.79474,0.77391,0.68465,0.92116,0.92116,0.09212,0.68465
typo,"(1, 2)",2.0,1.0,True,0.0,dice,4.58,0.81921,0.8367,0.82968,0.81921,0.76763,0.90041,0.90041,0.09004,0.76763
typo,"(1, 2)",2.0,1.0,True,0.5,dice,5.37,0.84145,0.85905,0.85136,0.84145,0.79253,0.92116,0.92116,0.09212,0.79253
typo,"(1, 2)",2.0,1.0,True,1.0,dice,4.91,0.85086,0.86834,0.86036,0.85086,0.80498,0.92946,0.92946,0.09295,0.80498
typo,"(1, 2)",2.0,1.0,True,0.0,geo,4.98,0.83974,0.86119,0.85302,0.83974,0.78838,0.93361,0.93361,0.09336,0.78838
typo,"(1, 2)",2.0,1.0,True,0.5,geo,5.04,0.85526,0.87646,0.87132,0.85526,0.80083,0.94606,0.94606,0.09461,0.80083
typo,"(1, 2)",2.0,1.0,True,1.0,geo,7.27,0.87108,0.88955,0.88401,0.87108,0.82158,0.95021,0.95021,0.09502,0.82158
typo,"(1, 2)",2.0,2.0,False,0.0,dice,6.06,0.71566,0.7566,0.74135,0.71566,0.60996,0.89212,0.89212,0.08921,0.60996
typo,"(1, 2)",2.0,2.0,False,0.5,dice,5.04,0.74585,0.78293,0.77359,0.74585,0.64315,0.90456,0.90456,0.09046,0.64315
typo,"(1, 2)",2.0,2.0,False,1.0,dice,5.06,0.76301,0.79801,0.78423,0.76301,0.6639,0.91286,0.91286,0.09129,0.6639
typo,"(1, 2)",2.0,2.0,True,0.0,dice,5.63,0.74943,0.77264,0.7551,0.74943,0.6971,0.85477,0.85477,0.08548,0.6971
typo,"(1, 2)",2.0,2.0,True,0.5,dice,7.2,0.80092,0.81943,0.80726,0.80092,0.75934,0.88382,0.88382,0.08838,0.75934
typo,"(1, 2)",2.0,2.0,True,1.0,dice,5.45,0.8277,0.84376,0.83522,0.8277,0.78838,0.90041,0.90041,0.09004,0.78838
typo,"(1, 2)",2.0,2.0,True,0.0,geo,3.94,0.77459,0.79781,0.79103,0.77459,0.71784,0.87552,0.87552,0.08755,0.71784
typo,"(1, 2)",2.0,2.0,True,0.5,geo,4.7,0.82547,0.83968,0.83265,0.82547,0.78008,0.89212,0.89212,0.08921,0.78008
typo,"(1, 2)",2.0,2.0,True,1.0,geo,4.46,0.85141,0.86328,0.85638,0.85141,0.81328,0.90871,0.90871,0.09087,0.81328
typo,"(1, 2)",3.0,1.0,False,0.0,dice,3.66,0.57153,0.60931,0.58541,0.57153,0.46888,0.75934,0.75934,0.07593,0.46888
typo,"(1, 2)",3.0,1.0,False,0.5,dice,4.42,0.59548,0.63256,0.61329,0.59548,0.48963,0.77593,0.77593,0.07759,0.48963
